year,country,R&D expenditure (%GDP),trust_in_institutions,Public_Debt (%GDP),Energy_Import_Dependency,Tertiary_education_attainment
2003,PRT,-0.930520921,2.0,80.161,89.5751312882081,10.958982
2003,PRY,,,,0.0,
2003,ROU,,,16.691,25.5753417904759,17.160242
2003,RUS,7.175949193,,,0.0,
2003,RWA,,,,7.03001136475243,
2003,SAU,11.758820687,,,0.0,
2003,SDN,,,,0.0,
2003,SEN,,,,66.462291334045,
2003,SGP,,,,100.0,
2003,SLV,,,,57.517017247556,
2003,SRB,,,,28.7273661972035,
2003,SUR,,,,0.0,
2003,SVK,4.856698516,51.3,36.467,64.6311257471989,11.784762
2003,SVN,3.195031074,57.9,30.907,52.3979550434148,17.744364
2003,SWE,1.881025943,12.3,48.015,44.9097819511297,33.419739
2003,SWZ,,,,9.34605669379733,
2003,SYR,,,,0.0,
2003,TCD,,,,0.0,
2003,THA,,,,47.9668949890537,
2003,TJK,,,,32.56065046383,
2003,TKM,,,,0.0,
2003,TTO,,,,0.0,
2003,TUN,,,,24.9047286141397,
2003,TUR,5.799093309,,48.901,71.8014634682364,9.7044678
2003,UGA,,,,4.81174477379971,
2003,UKR,,,,46.5528104358729,
2003,URY,,,,71.9733616373765,
2003,USA,2.795612971,,64.674,29.2685841234767,38.42197
2003,UZB,,,,0.0,
2003,VNM,,,,0.0,
2003,ZAF,2.949075467,,38.354,0.0,6.860743
2003,ZMB,,,,8.5956265679768,
2003,ZWE,,,,15.7466396612043,
2004,AGO,,,,0.0,
2004,ALB,,,,48.3698345059957,
2004,ARE,,,,0.0,
2004,ARG,9.029573319,,,0.0,16.711861
2004,ARM,,,,65.6861739120524,
2004,AUS,3.957028074,38.0,12.765,0.0,30.82308
2004,AUT,2.565254777,25.8,70.344,72.736023673147,24.783438
2004,AZE,,,,0.0,
2004,BEL,3.571179225,31.8,94.929,91.7686025297236,30.40086
2004,BEN,,,,35.0894184206743,
2004,BGD,,,,17.7920645309499,
2004,BGR,,,48.474,49.0600986271616,27.49805641
2004,BHR,,,,0.0,
2004,BIH,,,,25.5479237749006,
2004,BLR,,,,86.5940781966899,
2004,BOL,,,,0.0,
2004,BRA,5.759964637,,87.124,14.9871247447829,9.6238279
2004,BRN,,,,0.0,
2004,CAN,3.092363833,37.5,71.325,0.0,44.548969
2004,CHE,2.586928949,23.6,45.939,58.5480119533056,28.088779
2004,CHL,6.674254168,53.7,11.376,75.2968199444253,17.120726
2004,CHN,10.1,,,5.80570745907935,9.6811743
2004,CMR,,,,0.0,
2004,COL,6.716868698,20.5,49.574,0.0,16.965132
2004,CRI,4.424599598,42.9,,52.0361711839526,19.812418
2004,CYP,,,,100.0,
2004,CZE,4.736339697,71.1,30.775,25.5575034038039,12.345678
2004,DEU,1.165113534,48.7,66.353,62.8650670376201,24.931704
2004,DNK,2.776351439,11.1,37.457,0.0,32.848095
2004,DZA,,,,0.0,
2004,ECU,,,,0.0,
2004,ERI,,,,34.7897492045027,
2004,ESP,3.11453148,37.4,42.274,83.2977969635465,26.748661
2004,EST,6.800699368,13.9,7.301,31.0892801703109,30.712088
2004,FIN,4.005315615,61.5,41.088,56.0538113718274,34.184566
2004,FRA,2.86825405,53.0,77.26,52.240225617517,24.383652
2004,GAB,,,,0.0,
2004,GBR,2.32601855,34.8,50.333,4.77464566238933,29.338522
2004,GEO,,,,55.0861069357956,
2004,GHA,,,,38.7387168883876,
2004,GNQ,,,,0.0,
2004,GRC,5.377866207,53.4,114.683,82.0243063745665,21.286716
2004,GTM,,,,20.0343603928127,
2004,HND,,,,56.4280542607364,
2004,HRV,,,45.014,52.4360059760957,22.7814579
2004,HUN,4.963123521,,71.895,61.5801011541762,16.748745
2004,IDN,5.030873945,,30.713,0.0,8.1296101
2004,IND,9.39265,,,23.0511620657529,10.595189
2004,IRL,6.788138906,0.2,27.475,95.6972616089343,27.820133
2004,IRQ,,,,0.0,
2004,ISL,7.622605186,50.4,72.434,20.4889143459192,27.94356
2004,ISR,4.690071268,,78.682,98.4168432565454,42.971357499999996
2004,ITA,1.474017001,46.7,109.755,86.7924296664505,11.59316
2004,JAM,,,,99.1713795428899,
2004,JPN,2.112948237,23.5,153.206,83.7746111126745,38.693394
2004,KAZ,,,,0.0,
2004,KEN,,,,20.363705913855,
2004,KGZ,,,,49.6551011202165,
2004,KWT,,,,0.0,
2004,LBY,,,,0.0,
2004,LKA,,,,46.0597357684405,
2004,LTU,6.502034944,,19.388,46.6146891507517,29.598623
2004,LUX,4.230677641,55.9,17.207,100.0,24.8963234
2004,LVA,8.72513822,62.3,14.003,73.3670180423051,19.785511
2004,MAR,,,,83.3430739242091,
2004,MDA,,,,96.6818477553677,
2004,MDG,,,,11.6395738328879,
2004,MEX,3.565441011,26.6,41.202,0.0,16.568291
2004,MKD,,,,42.0856270708863,
2004,MLT,,,,100.0,
2004,MMR,,,,0.0,
2004,MNG,,,,22.8206824841668,
