year,country,Public_Debt_pct_GDP,Energy_Import_Dependency,GDP_Growth,Inflation_Rate,Productivity_Variation,R&D_Expenditure_pct_GDP,Tertiary_Education_Attainment,Unemployment_Rate,Gov_Score,recovery_2007,recovery_2019
2017,LTU,39.1,75.1292,4.6122,3.7229,31.9637,0.8963,40.2739,7.073,72.3034,8,2
2018,LTU,33.3,77.7376,4.9184,2.6979,33.4051,0.9278,41.6546,6.147,71.0877,8,2
2019,LTU,35.6,79.0929,4.6774,2.3345,35.5618,0.987,43.1494,6.255,75.6042,8,2
2020,LTU,45.9,78.0218,0.0428,1.1999,33.043,1.1238,44.1382,8.487,75.8652,8,2
2021,LTU,43.3,76.5551,6.3948,4.6835,40.342,1.0999,45.3431,7.112,76.7045,8,2
2022,LTU,38.3,76.1662,2.4653,19.705,41.4293,1.0588,46.5297,5.956,77.545,8,2
2023,LTU,37.1,71.456,0.7395,9.1173,41.5061,1.0424,46.3733,6.841,77.6557,8,2
2024,LTU,38.0,71.456,3.0302,0.7157,48.9618,1.0448,47.6962,7.095,78.2486,8,2
2000,LUX,7.5,100.0,6.9381,3.1508,78.541,1.5831,18.2842,2.345,82.9275,8,2
2002,LUX,7.4,100.0,3.2253,2.0741,78.335,1.61,21.5902,2.621,82.4802,8,2
2003,LUX,7.4,100.0,2.6193,2.0498,79.4149,1.6235,23.2433,3.675,83.0203,8,2
2004,LUX,7.8,100.0,4.2307,2.2257,82.0073,1.5882,24.8963,5.113,83.6514,8,2
2005,LUX,8.0,100.0,2.4825,2.4877,84.3878,1.5587,26.5494,4.488,82.2157,8,2
2006,LUX,8.2,100.0,6.0166,2.6663,88.8705,1.6489,23.9932,4.731,84.7201,8,2
2007,LUX,8.1,100.0,8.0985,2.3125,91.8161,1.5717,26.5127,4.065,84.7478,8,2
2008,LUX,14.6,100.0,-0.3023,3.4019,90.2,1.5466,27.6539,5.06,85.2316,8,2
2009,LUX,15.3,100.0,-3.239,0.368,90.2841,1.5884,34.796,5.122,85.8902,8,2
2010,LUX,19.1,100.0,3.7604,2.2737,93.0806,1.4237,35.4759,4.361,85.6813,8,2
2011,LUX,18.5,100.0,1.0443,3.4107,93.2962,1.4245,37.0348,4.902,85.903,8,2
2012,LUX,20.8,100.0,1.6497,2.6628,94.2419,1.2066,39.1104,5.14,85.763,8,2
2013,LUX,22.4,100.0,3.1717,1.734,97.2646,1.2338,40.6732,5.848,85.1514,8,2
2014,LUX,21.9,100.0,2.6231,0.6285,98.5784,1.217,45.9356,5.852,84.6404,8,2
2015,LUX,21.1,100.0,2.2684,0.4747,98.9244,1.2523,39.7949,6.669,85.0386,8,2
2016,LUX,19.6,100.0,4.9782,0.2908,101.2136,1.2669,42.856,6.291,84.8223,8,2
2017,LUX,21.8,100.0,1.3171,1.7308,100.843,1.239,40.3257,5.522,85.3027,8,2
2018,LUX,20.9,100.0,1.6113,1.5282,100.4761,1.1704,43.8869,5.586,85.0313,8,2
2019,LUX,22.3,100.0,2.7493,1.7433,101.1141,1.1821,51.643,5.595,85.0505,8,2
2020,LUX,24.5,100.0,-0.5101,0.82,108.0449,1.0963,51.3123,6.773,85.7964,8,2
2021,LUX,24.2,100.0,6.9297,2.5269,108.897,1.0315,50.3044,5.247,86.1855,8,2
2022,LUX,24.9,100.0,-1.0974,6.336,108.4506,1.0653,51.4886,4.585,86.4985,8,2
2023,LUX,24.7,100.0,0.0994,3.7414,108.0698,1.0558,51.3237,5.184,86.0393,8,2
2024,LUX,26.3,100.0,0.3586,2.0511,111.3026,0.9925,54.3539,6.421,85.9966,8,2
2000,LVA,12.4,61.5337,5.841,2.6543,10.6981,0.4459,18.218,14.259,67.1383,8,2
2002,LVA,13.4,62.1902,7.6655,1.9389,12.287,0.422,18.8698,12.481,67.1254,8,2
2003,LVA,14.8,66.6422,8.4291,2.9426,13.2894,0.3762,17.9204,11.641,68.3918,8,2
2004,LVA,15.2,73.367,8.7251,6.1924,14.8323,0.4159,19.7855,11.746,65.7567,8,2
2005,LVA,12.4,68.4418,11.6153,6.7485,16.2499,0.5496,20.293,10.033,69.038,8,2
2006,LVA,10.6,70.4849,12.825,6.5362,17.6117,0.6828,20.9197,7.03,70.4451,8,2
2007,LVA,8.9,65.8918,10.4145,10.093,19.7203,0.5817,22.182,6.052,70.4686,8,2
2008,LVA,19.5,62.7334,-3.3887,15.4023,20.5498,0.6063,24.8225,7.739,69.6001,8,2
2009,LVA,38.0,65.5123,-16.04,3.5341,20.7045,0.4611,25.8462,17.515,71.7292,8,2
2010,LVA,48.6,49.2064,-3.6613,-1.0846,21.9315,0.6183,26.9461,19.482,71.7355,8,2
2011,LVA,46.6,64.4702,3.0363,4.3707,22.365,0.7398,27.6933,16.206,70.1646,8,2
2012,LVA,44.0,60.9111,7.3052,2.2578,24.0629,0.6888,29.2272,15.047,69.0266,8,2
2013,LVA,41.8,60.4801,2.0961,-0.0295,24.4002,0.6354,31.012,11.867,69.1849,8,2
2014,LVA,43.1,43.7074,2.095,0.6205,25.3292,0.7143,30.2301,10.846,70.2554,8,2
2015,LVA,38.3,55.533,3.7834,0.1742,26.4707,0.641,31.5919,9.873,70.0313,8,2
2016,LVA,41.7,52.0818,2.5517,0.1406,27.5151,0.4506,33.3615,9.643,69.4619,8,2
2017,LVA,40.3,48.1887,3.3989,2.9304,29.061,0.53,33.8823,8.715,69.6048,8,2
2018,LVA,38.3,46.2654,4.3097,2.5345,29.9232,0.6614,33.9393,7.412,69.2006,8,2
2019,LVA,37.9,48.4186,0.6754,2.8114,30.4415,0.6602,35.7077,6.312,72.8395,8,2
2020,LVA,44.0,48.6028,-3.4692,0.2191,27.9327,0.7566,37.8339,8.098,73.0509,8,2
2021,LVA,45.9,41.0238,6.9425,3.2758,34.5374,0.7708,39.0012,7.513,74.1954,8,2
2022,LVA,44.4,40.3971,1.9085,17.3103,35.9383,0.8124,39.4673,6.815,75.52,8,2
2023,LVA,44.4,34.3077,-0.9416,8.9381,37.6171,0.8196,39.1839,6.465,76.3204,8,2
2024,LVA,46.2,34.3077,-0.0371,1.2658,43.3339,0.9167,40.4566,6.884,76.5912,8,2
2000,MEX,18.1919,0.0,5.0293,9.4916,84.0439,0.292,14.635,2.564,59.7258,3,2
2002,MEX,20.6272,0.0,-0.2366,5.0307,83.043,0.3374,15.3647,2.864,61.9995,3,2
2003,MEX,21.8448,0.0,1.1855,4.5469,86.4598,0.3745,15.5543,2.964,62.7902,3,2
2004,MEX,23.0625,0.0,3.5654,4.6884,89.331,0.3705,16.5683,3.66,64.4013,3,2
2005,MEX,24.2802,0.0,2.1132,3.9881,89.5328,0.381,12.724,3.558,64.4243,3,2
2006,MEX,25.4978,0.0,4.805,3.6295,93.4126,0.353,13.2621,3.566,62.569,3,2
2007,MEX,26.7155,0.0,2.0779,3.9668,96.1677,0.3804,13.5518,3.645,61.9502,3,2
2008,MEX,27.9331,0.0,0.9433,5.125,99.2881,0.4242,13.6726,3.904,61.5167,3,2
2009,MEX,29.1508,0.0,-6.2953,5.2974,94.1225,0.4575,14.3084,5.379,62.9155,3,2
2010,MEX,30.3685,0.0,4.9713,4.1567,98.7833,0.4735,14.6546,5.329,62.152,3,2
2011,MEX,31.5861,0.0,3.444,3.4074,102.5825,0.4527,15.0122,5.195,59.492,3,2
2012,MEX,32.8038,0.0,3.5532,4.1115,105.1515,0.4028,15.7095,4.923,59.6729,3,2
2013,MEX,34.0214,0.0,0.8521,3.8064,105.2983,0.4081,16.2018,4.943,59.3073,3,2
2014,MEX,35.2391,0.0,2.5038,4.0186,109.4257,0.4196,15.9964,4.831,57.8849,3,2
2015,MEX,36.4568,0.0,2.7023,2.7206,110.7684,0.4148,16.2788,4.336,55.7132,3,2
2016,MEX,37.6744,4.9338,1.7725,2.8217,113.0685,0.376,16.8186,3.885,55.1016,3,2
2017,MEX,38.8921,11.434,1.8717,6.0415,116.5054,0.3195,17.419,3.438,54.3682,3,2
2018,MEX,40.1097,16.7913,1.9721,4.8994,118.0666,0.3195,17.9798,3.301,56.0205,3,2
2019,MEX,41.3274,18.2994,-0.3927,3.636,117.2222,0.3195,18.2542,3.505,55.7301,3,2
2020,MEX,45.8373,10.8895,-8.354,3.3968,118.6771,0.3195,19.433,4.369,55.2464,3,2
2021,MEX,44.861,15.3118,6.0485,5.6892,118.2827,0.3195,20.4555,4.111,53.8085,3,2
2022,MEX,43.9694,21.1051,3.7098,7.8963,121.6471,0.3195,20.6362,3.274,52.6394,3,2
2023,MEX,45.0554,21.5844,3.1068,5.528,126.2908,0.3195,20.9627,2.788,52.443,3,2
2024,MEX,49.5702,21.5844,1.3506,5.528,126.2908,0.3195,21.8743,2.696,50.9282,3,2
2000,NLD,52.2,46.482,4.2278,2.3605,50.4861,1.7891,23.3751,3.047,86.3911,14,2
2002,NLD,48.8,42.7494,0.2462,3.2875,52.9257,1.7393,25.0209,3.066,86.0817,14,2
2003,NLD,49.9,46.5189,0.0982,2.092,53.7844,1.7767,27.545,4.829,86.1603,14,2
2004,NLD,50.2,39.0613,2.0134,1.2636,55.6323,1.7813,29.5376,5.658,85.6411,14,2
2005,NLD,49.6,46.5427,2.0288,1.6881,57.3866,1.7667,30.1154,5.875,86.5211,14,2
2006,NLD,45.0,48.1253,3.539,1.1015,59.2059,1.7321,30.1899,5.006,87.7267,14,2
2007,NLD,42.8,47.0414,3.8821,1.6139,60.3782,1.6606,30.804,4.155,87.6286,14,2
2008,NLD,54.3,41.979,2.1267,2.4865,61.698,1.6125,32.1674,3.657,87.1686,14,2
2009,NLD,56.3,41.8432,-3.6702,1.1898,60.4647,1.6516,32.7854,4.351,86.5766,14,2
2010,NLD,58.9,34.0418,1.3168,1.2753,61.8092,1.6939,32.3892,4.989,85.6804,14,2
2011,NLD,61.2,36.3084,1.7769,2.3411,62.8784,1.8651,32.0413,4.977,87.1217,14,2
2012,NLD,65.7,37.2648,-0.9774,2.4555,63.256,1.9009,34.3983,5.821,88.331,14,2
2013,NLD,67.2,28.8439,-0.0321,2.5069,64.4979,2.1395,34.5233,8.187,86.9061,14,2
2014,NLD,67.2,38.135,1.6124,0.976,65.1621,2.1507,35.29,8.318,86.8776,14,2
2015,NLD,63.8,58.82,2.121,0.6002,66.1214,2.1179,36.4416,7.866,88.2135,14,2
2016,NLD,60.9,55.4883,2.4248,0.3167,66.7357,2.1155,37.1276,6.988,88.1113,14,2
2017,NLD,56.0,62.3249,2.7829,1.3815,67.6124,2.1417,38.2965,5.855,87.1501,14,2
2018,NLD,51.6,71.6849,2.2602,1.7035,68.2695,2.1027,39.7967,4.869,87.1979,14,2
2019,NLD,47.7,78.2545,2.3,2.6337,69.4313,2.1404,40.8139,4.422,87.0634,14,2
2020,NLD,53.4,81.7604,-3.8766,1.2725,67.3312,2.2651,42.0592,4.837,88.5328,14,2
2021,NLD,50.5,69.9462,6.2778,2.6757,73.5825,2.2154,43.0594,4.21,87.0008,14,2
2022,NLD,48.4,99.3588,5.0072,10.0012,76.9326,2.1753,44.6598,3.524,87.1531,14,2
2023,NLD,45.8,87.0174,-0.6006,3.8384,76.7313,2.3049,44.2494,3.537,86.6074,14,2
2024,NLD,43.8,87.0174,1.0731,3.3475,79.7435,2.2876,45.0983,3.627,85.7925,14,2
2000,NOR,60.3099,0.0,3.4434,3.0855,339.4302,1.5602,32.6928,3.331,85.6627,14,2
2002,NOR,60.3099,0.0,1.4575,1.2867,359.9584,1.6264,32.6928,3.762,86.1028,14,2
2003,NOR,60.3099,0.0,1.0964,2.4878,375.2365,1.6757,32.6928,4.045,85.9235,14,2
2004,NOR,60.3099,0.0,4.3302,0.4545,391.3966,1.5398,32.6928,4.184,84.1365,14,2
2005,NOR,60.3099,0.0,2.9697,1.5321,409.533,1.4772,32.6928,4.381,86.9236,14,2
2006,NOR,60.3099,0.0,2.8473,2.3293,421.8299,1.4497,32.9263,3.399,87.1986,14,2
2007,NOR,60.3099,0.0,3.4203,0.7126,419.5416,1.5579,34.1983,2.493,87.414,14,2
2008,NOR,60.3099,0.0,0.8228,3.7539,425.823,1.5456,36.0042,2.55,87.3901,14,2
2009,NOR,60.3099,0.0,-1.6133,2.1974,415.0672,1.7168,36.6985,3.103,87.5217,14,2
2010,NOR,60.3099,0.0,1.0049,2.4189,428.1773,1.6412,37.2843,3.521,87.7011,14,2
2011,NOR,60.3099,0.0,1.385,1.285,438.5007,1.6171,38.0535,3.215,88.5448,14,2
2012,NOR,60.3099,0.0,2.824,0.6969,449.651,1.6105,38.5619,3.123,89.7578,14,2
2013,NOR,60.3099,0.0,1.2729,2.1205,457.951,1.6422,39.7703,3.423,89.8422,14,2
2014,NOR,60.3099,0.0,2.0952,2.0417,461.595,1.7037,41.7579,3.484,89.1199,14,2
2015,NOR,60.3099,0.0,2.0443,2.1711,459.8323,1.9235,42.7067,4.296,90.3484,14,2
2016,NOR,60.3099,0.0,1.2916,3.55,458.9835,2.0329,43.0168,4.679,90.3504,14,2
2017,NOR,60.3099,0.0,2.6696,1.8751,478.3025,2.0817,43.207,4.162,90.6412,14,2
2018,NOR,60.3099,0.0,1.1104,2.7648,490.7155,2.0348,43.5758,3.8,91.1072,14,2
2019,NOR,60.3099,0.0,1.4697,2.1677,487.7207,2.136,44.1294,3.687,90.9756,14,2
2020,NOR,60.3099,0.0,-1.3606,1.2866,485.5939,2.2444,45.2733,4.422,91.0801,14,2
2021,NOR,60.3099,0.0,4.1432,3.4839,545.0319,1.8876,47.2201,4.369,91.5816,14,2
2022,NOR,60.3099,0.0,4.0804,5.7641,630.3036,1.5508,48.0968,3.232,90.7789,14,2
2023,NOR,60.3099,0.0,0.3527,5.5178,582.1903,1.8514,48.7941,3.573,90.6839,14,2
2024,NOR,60.3099,0.0,1.4237,3.1453,591.9514,1.8001,50.4404,3.982,90.619,14,2
2000,NZL,32.7764,19.548,4.2125,2.6152,40.3889,1.1003,35.6289,6.131,83.7458,7,2
2002,NZL,32.7764,21.6065,4.7063,2.6771,42.36,1.1246,35.6289,5.282,83.772,7,2
2003,NZL,48.2453,26.1116,4.4249,1.7536,43.4491,1.1489,35.6289,4.745,84.028,7,2
2004,NZL,43.8675,30.5573,4.8442,2.2902,43.8483,1.1347,35.6289,4.005,83.4035,7,2
2005,NZL,44.1698,29.2053,3.2148,3.037,43.991,1.1204,35.6289,3.807,84.924,7,2
2006,NZL,42.9525,28.433,2.8153,3.3654,45.3513,1.139,35.6289,3.857,85.2288,7,2
2007,NZL,36.9754,25.3053,3.4878,2.3761,47.8814,1.1576,35.6289,3.661,85.1222,7,2
2008,NZL,36.0133,16.8532,-0.159,3.9589,47.1525,1.2034,35.6289,4.167,85.5605,7,2
2009,NZL,31.8653,19.5158,-1.0568,2.1157,49.8942,1.2492,35.6289,6.122,86.3798,7,2
2010,NZL,34.7228,16.1033,1.7414,2.302,50.1229,1.24,35.6289,6.556,86.5468,7,2
2011,NZL,48.0817,19.0822,1.7,4.0279,51.5527,1.2308,35.6289,6.491,88.527,7,2
2012,NZL,51.5541,19.9071,2.5352,1.0599,53.3433,1.1918,35.6289,6.93,88.1717,7,2
2013,NZL,46.4246,24.3582,2.1311,1.1344,53.6478,1.1527,35.6289,5.839,87.7578,7,2
2014,NZL,43.8709,22.4295,3.7876,1.2275,53.7941,1.1899,35.6289,5.429,86.8164,7,2
2015,NZL,42.9014,23.8783,3.6471,0.2927,55.0125,1.2271,34.0405,5.415,88.1532,7,2
2016,NZL,41.3592,28.761,3.9513,0.6462,55.3651,1.2875,36.2751,5.146,88.0899,7,2
2017,NZL,38.6292,28.826,3.2901,1.8508,56.2037,1.3479,37.7304,4.737,87.8658,7,2
2018,NZL,36.6068,33.5179,3.3349,1.5983,57.3946,1.406,39.2927,4.335,87.2933,7,2
2019,NZL,32.7713,31.8443,2.9763,1.6196,58.0972,1.4642,39.0658,4.109,87.4564,7,2
2020,NZL,45.7367,30.6458,-1.2197,1.7146,59.7545,1.4751,40.1219,4.596,87.5649,7,2
2021,NZL,51.3054,29.3932,5.4268,3.9411,62.3275,1.486,40.4902,3.78,87.3216,7,2
2022,NZL,53.9638,28.8214,2.6303,7.1722,64.5162,1.5173,39.8415,3.3,87.3088,7,2
2023,NZL,50.1081,31.633,2.1641,5.7332,64.4534,1.5485,41.5778,3.732,86.8866,7,2
2024,NZL,52.2498,31.633,-0.3048,2.9228,64.4534,1.5485,43.962,4.716,86.415,7,2
2000,POL,36.2,10.7816,4.6562,10.0917,28.1715,0.6381,11.362,16.37,78.0827,14,2
2002,POL,41.6,11.4915,1.9011,1.9417,31.3688,0.555,12.5851,19.932,73.9232,14,2
2003,POL,46.4,13.3597,3.5234,0.8417,32.849,0.5363,14.1706,19.644,74.019,14,2
2004,POL,44.9,14.7708,5.0908,3.4917,34.7284,0.55,15.7096,18.972,72.1425,14,2
2005,POL,46.5,17.814,3.2608,2.1333,35.4688,0.5612,16.9269,17.747,74.8512,14,2
2006,POL,47.1,20.2848,6.2021,1.0333,36.7964,0.549,17.8919,13.841,73.2319,14,2
2007,POL,44.4,25.9718,6.7604,2.4917,38.2293,0.561,18.6885,9.604,73.2909,14,2
2008,POL,46.6,31.0449,4.3838,4.2167,39.2753,0.5972,19.5658,7.117,75.6125,14,2
2009,POL,49.7,32.1547,2.6151,3.45,41.0539,0.6593,21.1509,8.166,75.4858,14,2
2010,POL,53.7,31.9516,3.1689,2.5833,44.1726,0.7225,22.4684,9.636,76.3994,14,2
2011,POL,54.8,34.2367,5.2554,4.2667,47.0099,0.7473,23.2836,9.631,75.5105,14,2
2012,POL,54.5,31.7024,1.5118,3.7,48.2841,0.8848,24.5128,10.088,76.2511,14,2
2013,POL,56.9,26.5012,0.6843,0.9,48.9618,0.8807,25.7557,10.326,73.4277,14,2
2014,POL,51.1,29.6786,3.9205,-0.025,49.9427,0.9454,26.9955,8.99,75.5295,14,2
2015,POL,51.1,30.1532,4.4318,-0.9333,51.51,0.9981,27.7473,7.501,74.2201,14,2
2016,POL,54.1,31.1609,3.0312,-0.5833,52.7674,0.9616,28.7112,6.161,72.0483,14,2
2017,POL,50.4,38.8224,5.1525,1.975,55.7505,1.0306,29.9195,4.888,68.7573,14,2
2018,POL,48.2,44.0701,6.2459,1.6667,60.0366,1.1943,30.9196,3.846,66.3346,14,2
2019,POL,45.2,45.8817,4.5805,2.3083,62.3509,1.3088,32.0148,3.237,65.7004,14,2
2020,POL,56.6,43.0495,-2.0356,3.4,68.2404,1.3713,32.8752,3.155,65.3782,14,2
2021,POL,53.0,41.1011,6.9272,5.1,64.7154,1.4156,33.6684,3.373,63.3153,14,2
2022,POL,48.8,46.8419,5.2555,14.3,70.8749,1.4416,33.9156,2.876,63.4184,14,2
2023,POL,49.5,48.8194,0.2496,11.5667,73.9772,1.5552,37.9394,2.819,64.0257,14,2
2024,POL,54.8,48.8194,3.2487,3.65,76.1563,1.409,39.4532,2.885,70.014,14,2
2000,PRT,54.2,89.6907,3.8162,2.853,24.1553,0.7216,8.8429,3.928,80.9542,10,2
2002,PRT,60.0,87.5938,0.7709,3.6003,25.2335,0.7218,9.4179,5.0,81.5606,10,2
2003,PRT,63.9,89.5751,-0.9305,3.219,25.6961,0.698,10.959,6.263,81.9154,10,2
2004,PRT,67.1,88.2039,1.7887,2.3654,26.4451,0.7293,12.5169,6.622,80.6387,10,2
2005,PRT,72.2,92.7275,0.7818,2.2772,27.2208,0.7575,12.8444,7.584,81.3619,10,2
2006,PRT,73.7,88.6562,1.625,3.1077,28.3567,0.9545,13.4802,7.648,82.8363,10,2
2007,PRT,72.7,85.8163,2.5066,2.454,29.0863,1.1242,13.6921,7.961,82.8142,10,2
2008,PRT,75.5,88.4104,0.3192,2.5885,29.6216,1.4433,14.3004,7.549,82.141,10,2
2009,PRT,87.6,85.7463,-3.1221,-0.8355,29.7484,1.58,14.6668,9.43,81.852,10,2
2010,PRT,99.9,79.4992,1.7376,1.4026,30.8164,1.5332,15.4453,10.769,80.7286,10,2
2011,PRT,114.0,82.8099,-1.7135,3.653,31.281,1.4556,17.257,13.485,79.9586,10,2
2012,PRT,128.6,85.1213,-4.0509,2.7733,31.848,1.3766,18.5341,16.501,77.7458,10,2
2013,PRT,130.8,78.7824,-0.9841,0.2744,32.9561,1.3233,19.3071,17.152,77.2857,10,2
2014,PRT,132.5,77.439,0.7414,-0.2782,32.7397,1.2889,21.7245,14.526,79.1928,10,2
2015,PRT,131.0,84.2773,1.5898,0.4879,32.8467,1.2455,22.8755,12.905,79.6168,10,2
2016,PRT,131.2,80.5911,2.0041,0.6074,33.3336,1.2815,23.8243,11.45,79.7575,10,2
2017,PRT,126.0,87.1736,3.3147,1.3686,33.7013,1.3222,24.0951,9.17,79.8066,10,2
2018,PRT,121.1,85.339,2.9463,0.9937,34.0618,1.3508,25.0477,7.174,78.5111,10,2
2019,PRT,116.1,84.3565,2.7457,0.3382,35.3246,1.3949,26.3963,6.602,78.0588,10,2
2020,PRT,134.1,71.5092,-8.2046,-0.0124,32.4265,1.6098,27.457,7.036,80.9614,10,2
2021,PRT,123.9,73.7441,5.5588,1.2657,36.7714,1.6671,28.7995,6.712,80.701,10,2
2022,PRT,111.2,81.5128,6.9858,7.8327,38.6381,1.6905,29.4555,6.138,79.7156,10,2
2023,PRT,96.9,77.2449,3.1,4.3113,40.1502,1.6797,29.7553,6.499,79.7967,10,2
2024,PRT,93.5,77.2449,2.2146,2.4161,46.5652,1.7324,31.4045,6.425,78.9923,10,2
2000,SVK,50.6,65.0047,0.7892,12.0358,16.0153,0.6387,10.3733,18.777,71.3721,8,2
2002,SVK,45.6,64.1995,4.4173,3.1271,18.409,0.564,10.9589,18.633,70.1715,8,2
2003,SVK,43.6,64.6311,4.8567,8.5541,19.8709,0.5651,11.7848,17.516,71.9246,8,2
2004,SVK,42.0,67.8716,5.3895,7.5485,20.867,0.5026,12.7769,18.137,71.4457,8,2
2005,SVK,35.0,65.558,6.4849,2.7091,21.7185,0.4954,14.0041,16.172,73.0808,8,2
2006,SVK,31.5,64.04,8.9257,4.4833,23.4281,0.475,14.5673,13.302,73.8997,8,2
2007,SVK,30.4,69.1625,10.8186,2.7567,25.4419,0.4473,14.4384,11.017,73.8679,8,2
2008,SVK,28.6,65.3979,5.3634,4.5982,26.4776,0.4616,14.7635,9.567,73.8851,8,2
2009,SVK,36.4,67.2342,-5.5053,1.6151,25.9282,0.473,15.7628,12.052,73.363,8,2
2010,SVK,40.7,61.2802,6.7906,0.957,28.0664,0.6058,17.328,14.373,72.6576,8,2
2011,SVK,43.3,62.5663,2.5624,3.9193,28.5608,0.654,18.6173,13.606,73.6977,8,2
2012,SVK,51.7,58.1389,1.5692,3.6061,29.2564,0.7938,18.9791,13.947,73.2549,8,2
2013,SVK,54.6,57.6005,0.7033,1.4005,30.3507,0.8184,19.8773,14.216,73.3273,8,2
2014,SVK,53.4,59.7953,2.708,-0.0762,30.9447,0.8746,20.3796,13.18,73.0965,8,2
2015,SVK,51.6,57.358,5.1769,-0.3252,31.9622,1.1537,21.1499,11.473,73.0501,8,2
2016,SVK,52.1,57.4894,1.9478,-0.52,31.7564,0.7851,21.9795,9.644,73.0742,8,2
2017,SVK,51.4,61.8303,2.8747,1.3119,32.2685,0.8815,23.0954,8.131,71.5728,8,2
2018,SVK,49.3,60.7892,4.0621,2.514,33.3852,0.8318,24.5834,6.535,69.5888,8,2
2019,SVK,48.0,69.4729,2.2759,2.6646,34.7563,0.8214,25.7863,5.754,72.1857,8,2
2020,SVK,58.4,55.8609,-2.5855,1.9369,38.1246,0.8894,26.7733,6.689,74.145,8,2
2021,SVK,60.2,51.9405,5.6559,3.1496,40.825,0.9013,27.911,6.827,74.1535,8,2
2022,SVK,57.8,68.8873,0.5446,12.7742,40.8443,0.9776,29.2167,6.143,73.4728,8,2
2023,SVK,55.8,57.887,2.1126,10.532,42.4689,1.036,28.806,5.84,73.8774,8,2
2024,SVK,59.7,57.887,1.9387,2.7576,44.5911,0.9821,29.0372,5.335,73.1298,8,2
2000,SVN,26.1,51.7833,3.4979,8.9117,23.0779,1.3686,15.7265,6.729,75.601,14,2
2002,SVN,27.7,49.6914,3.2826,7.4808,24.7546,1.4604,15.2574,6.312,74.7984,14,2
2003,SVN,27.0,52.398,3.195,5.5442,25.8936,1.2596,17.7444,6.675,74.6632,14,2
2004,SVN,27.1,51.2607,4.546,3.593,27.0806,1.3806,19.041,6.29,73.8316,14,2
2005,SVN,26.6,50.8623,3.8541,2.4515,29.0791,1.428,20.172,6.506,74.9377,14,2
2006,SVN,26.2,51.1452,5.9088,2.4579,31.1413,1.5457,21.387,5.95,75.9139,14,2
2007,SVN,22.9,51.2448,7.1392,3.6575,32.8125,1.4326,22.2276,4.818,75.414,14,2
2008,SVN,21.9,54.1628,3.3722,5.6474,33.3038,1.6346,22.6377,4.371,74.461,14,2
2009,SVN,34.9,48.293,-7.5906,0.8393,31.4023,1.8333,23.3158,5.858,74.7553,14,2
2010,SVN,38.6,48.6958,1.1121,1.8012,32.4397,2.0691,23.7166,7.236,74.6718,14,2
2011,SVN,46.8,47.7773,0.6554,1.8029,33.9551,2.4311,25.0906,8.166,74.6464,14,2
2012,SVN,54.1,51.5119,-2.9155,2.5974,34.0113,2.5834,26.439,8.841,72.866,14,2
2013,SVN,70.8,47.3068,-0.8238,1.7692,34.189,2.5943,27.8805,10.103,72.2603,14,2
2014,SVN,81.1,44.8246,2.7628,0.1993,34.6685,2.3885,28.6009,9.668,71.5216,14,2
2015,SVN,83.4,49.0811,2.3933,-0.5256,34.9961,2.2161,30.1733,8.962,72.2921,14,2
2016,SVN,79.4,49.1782,3.0344,-0.055,36.6297,2.0292,30.7358,8.0,72.6792,14,2
2017,SVN,74.9,51.1019,5.1744,1.4291,38.5217,1.8822,34.3028,6.564,72.8887,14,2
2018,SVN,71.0,52.2004,4.3791,1.7386,39.8875,1.9637,32.4552,5.108,72.1323,14,2
2019,SVN,66.0,52.8492,3.5053,1.6305,41.3426,2.0572,33.2833,4.446,74.87,14,2
2020,SVN,80.2,45.7954,-4.085,-0.0549,42.2638,2.1556,35.881,4.971,74.8688,14,2
2021,SVN,74.8,48.7162,8.4169,1.9171,43.9439,2.1381,40.3,4.744,73.2424,14,2
2022,SVN,72.8,53.5471,2.6685,8.8337,45.1187,2.101,40.1121,4.011,73.9272,14,2
2023,SVN,68.3,48.9022,2.3758,7.4469,47.4199,2.1306,33.5106,3.652,74.8089,14,2
2024,SVN,66.4,48.9022,1.7314,1.9656,48.5134,2.1626,34.6375,3.697,75.352,14,2
2000,SWE,50.4,40.5019,4.6311,0.8991,252.9294,3.8722,30.123,5.799,86.0697,3,2
2002,SWE,49.8,38.3978,2.2777,2.1585,268.3988,3.7272,32.5651,5.208,86.7042,3,2
2003,SWE,49.5,44.9098,1.881,1.9257,279.249,3.5823,33.4197,5.762,86.8959,3,2
2004,SWE,48.7,38.5715,4.1796,0.3737,288.7985,3.3663,34.5294,6.526,86.4582,3,2
2005,SWE,49.0,39.4564,2.7932,0.4532,297.9035,3.3641,29.6454,7.667,85.9971,3,2
2006,SWE,43.9,39.7943,4.6761,1.3602,309.0781,3.4796,30.5204,6.975,86.6563,3,2
2007,SWE,39.3,38.2973,3.2249,2.2122,313.6931,3.2418,31.3285,6.146,87.4524,3,2
2008,SWE,38.0,40.0702,-0.9231,3.437,311.5208,3.4908,32.027,6.224,87.7678,3,2
2009,SWE,41.3,39.49,-4.2556,-0.4945,310.4314,3.4127,33.0601,8.316,87.3416,3,2
2010,SWE,38.7,39.0838,5.7508,1.158,321.7797,3.1876,33.8689,8.578,87.0469,3,2
2011,SWE,37.8,38.4577,3.1639,2.9612,326.2384,3.2069,35.1744,7.783,89.7555,3,2
2012,SWE,38.1,31.4711,-0.4144,0.8884,327.0514,3.2464,35.699,7.964,90.2875,3,2
