year,country,Public_Debt (%GDP),Energy_Import_Dependency,Tertiary_education_attainment,Inflation_Rate,Unemployment_Variation,Gov_score,Productivity_Variation,GDP_Growth
2006,COL,49.574,,16.965132,4.293426,11.5755,53.8271896,6729.192110314572,6.716868698
2007,COL,49.574,,16.965132,5.544385,11.281,54.6667438,7143.61643886038,6.738194691
2008,COL,49.574,,16.965132,6.996882,11.387,54.8009984,7357.328577128888,3.283446186
2009,COL,49.574,,16.965132,4.202518,12.2,54.4023529,7279.2246570580755,1.139648645
2010,COL,49.574,,16.965132,2.272003,11.985,54.2907413,7424.655200646586,4.494658971
2011,COL,49.574,,17.596003,3.415032,11.051,56.693190699999995,7881.062370579284,6.947891982
2012,COL,49.574,,18.511864,3.169303,10.626,55.930006899999995,8094.3882681482955,3.912635767
2013,COL,49.574,,20.17317,2.016993,9.901,54.8880505,8458.689427305948,5.13399352
2014,COL,49.574,,21.273142,2.898838,9.397,55.8546972,8767.270820645315,4.499030001
2015,COL,49.574,,21.34918785,4.989829,9.19,57.143398499999996,8946.296227764777,2.955901375
2016,COL,53.644,,22.15239143,7.513461,9.539,57.446804099999994,9327.200083226826,2.087382502
2017,COL,56.11,,22.42420006,4.314313,9.669,57.2127136,9651.898915259208,1.359360868
2018,COL,60.175,,23.32360077,3.24057,9.961,58.279367799999996,10008.813442259558,2.564324283
2019,COL,63.109,,23.88907623,3.52302,10.882,58.2585713,10524.774243239524,3.186855392
2020,COL,63.109,,24.66770554,2.52662,16.528,57.9482784,12674.16779843231,-7.185914138
2021,COL,63.109,,26.59546471,3.495073,13.794,56.676759399999995,12330.440579501377,10.80119819
2022,COL,63.109,,28.27330399,10.17724,11.209,57.3542597,13228.301672230518,7.328277294
2023,COL,63.109,,28.94097328,11.7359,10.157,57.3811943,13551.770485184097,0.841819556
2024,COL,63.109,,30.56031036376953,6.609091,10.158,57.454195399999996,11132.736374560707,1.493307288
2000,CRI,,,16.448679,10.96155,5.082,75.8555597,1659.6055121711454,3.802072418
2002,CRI,,,18.362774,9.167521,6.334,76.5935399,1730.3183065940948,3.416876391
2003,CRI,,,19.18364,9.447581,6.558,75.7827196,1798.7343335196251,4.317179867
2004,CRI,,,19.812418,12.31481,6.391,75.2066007,1906.3873670034284,4.424599598
2005,CRI,,,20.842731,13.7983,6.571,74.7613356,1941.196617444197,3.976666381
2006,CRI,,,21.029402,11.4706,5.74,75.2605801,2097.4426714658493,7.326695432
2007,CRI,,,21.768053,9.357244,4.49,75.4712593,2199.8849932516096,8.215131983
2008,CRI,,,22.312418,13.42446,4.781,74.8268964,2360.6632918975156,4.738174878
2009,CRI,,,23.416771,7.842702,7.713,75.397033,2516.550396231098,-0.873455943
2010,CRI,,,20.980572,5.662757,8.916,76.43697139999999,2885.0539752861796,5.360343526
2011,CRI,,,21.594719,4.877998,10.308,76.2810102,3081.2963615977023,4.40315924
2012,CRI,,,23.244442,4.495453,10.172,76.05405019999999,3099.704092835608,4.88259241
2013,CRI,,,23.270735,5.231336,9.381,75.9115502,3327.51101898504,2.494766112
2014,CRI,,,23.535925,4.519201,9.62,76.8298148,3507.3014245789172,3.542109878
2015,CRI,,,23.136086,0.801982,9.613,77.1279242,3686.611668181431,3.652080968
2016,CRI,,,22.998714,-0.01747885,9.538,76.7771743,3884.180061469685,4.204323252
2017,CRI,,,22.989092,1.625907,9.071,77.44045559999999,4030.220712135566,4.157698963
2018,CRI,,,22.601564,2.221115,10.281,77.96979739999999,4148.5936727990675,2.852859606
2019,CRI,,,25.066828,2.096046,11.76,77.80348699999999,4317.257942752749,2.708139238
2020,CRI,,,25.112001,0.7249115,19.462,77.8892877,4993.895690870025,-4.141593337
2021,CRI,,,24.640232,1.726478,16.427,76.5700463,4786.8692779432495,8.218179457
2022,CRI,,,25.339333,1.726478,12.216,76.2945712,4711.062844542808,5.461194537
2023,CRI,,,25.31343079,1.726478,8.916,76.0739593,5032.117597933489,4.791877392
2024,CRI,,,27.79136276245117,1.726478,7.445,74.5525589,5032.117597933489,4.082924333
2000,CYP,,98.632,,,4.967,73.2251142,,
2002,CYP,,100.557,,,3.299,75.0563961,,
2003,CYP,,96.074,,,4.135,74.6798913,,
2004,CYP,,95.457,,,4.704,72.9328051,,
2005,CYP,,100.703,,,5.304,75.26264019999999,,
2006,CYP,,102.508,,,4.543,77.92024959999999,,
2007,CYP,,95.894,,,3.922,78.165414,,
2008,CYP,,97.427,,,3.655,78.58220949999999,,
2009,CYP,,96.13,,,5.364,77.9688505,,
2010,CYP,,100.636,,,6.263,76.9320923,,
2011,CYP,,92.263,,,7.856,77.0213673,,
2012,CYP,,96.748,,,11.795,76.1561352,,
2013,CYP,,96.071,,,15.871,75.161075,,
2014,CYP,,93.086,,,16.088,74.95910669999999,,
2015,CYP,,97.319,,,14.91,74.5414851,,
2016,CYP,,95.841,,,12.953,74.69940129999999,,
2017,CYP,,95.927,,,11.052,75.08253429999999,,
2018,CYP,,92.491,,,8.37,75.28962369999999,,
2019,CYP,,92.792,,,7.129,75.9989104,,
2020,CYP,,93.179,,,7.563,75.3727676,,
2021,CYP,,89.524,,,7.145,72.7343496,,
2022,CYP,,92.018,,,6.243,72.4547001,,
2023,CYP,,92.205,,,5.821,72.57992519999999,,
2024,CYP,,87.706,,,4.862,72.3797719,,
2000,CZE,30.775,22.704,10.963162,3.775388,8.764,69.4788009,176.2618563747996,4.01066962
2000,CZE,30.775,22.704,10.963162,3.775388,8.764,69.4788009,176.2618563747996,4.01066962
2000,CZE,30.775,22.704,10.963162,3.775388,8.764,69.4788009,176.2618563747996,4.01066962
2000,CZE,30.775,22.704,10.963162,3.775388,8.764,69.4788009,176.2618563747996,4.01066962
2002,CZE,30.775,26.204,11.94141,1.902981,7.289,72.3867082,198.33164204899018,1.513459491
2002,CZE,30.775,26.204,11.94141,1.902981,7.289,72.3867082,198.33164204899018,1.513459491
2002,CZE,30.775,26.204,11.94141,1.902981,7.289,72.3867082,198.33164204899018,1.513459491
2002,CZE,30.775,26.204,11.94141,1.902981,7.289,72.3867082,198.33164204899018,1.513459491
2003,CZE,30.775,24.929,12.005664,0.1187392,7.778,73.2181849,209.35153348191213,3.300836833
2003,CZE,30.775,24.929,12.005664,0.1187392,7.778,73.2181849,209.35153348191213,3.300836833
2003,CZE,30.775,24.929,12.005664,0.1187392,7.778,73.2181849,209.35153348191213,3.300836833
2003,CZE,30.775,24.929,12.005664,0.1187392,7.778,73.2181849,209.35153348191213,3.300836833
2004,CZE,30.775,25.338,12.345678,2.760108,8.294,71.4989749,221.5138638154288,4.736339697
2004,CZE,30.775,25.338,12.345678,2.760108,8.294,71.4989749,221.5138638154288,4.736339697
2004,CZE,30.775,25.338,12.345678,2.760108,8.294,71.4989749,221.5138638154288,4.736339697
2004,CZE,30.775,25.338,12.345678,2.760108,8.294,71.4989749,221.5138638154288,4.736339697
2005,CZE,30.775,27.846,13.058269,1.857098,7.926,73.74279229999999,232.603480290515,6.375028861
2005,CZE,30.775,27.846,13.058269,1.857098,7.926,73.74279229999999,232.603480290515,6.375028861
2005,CZE,30.775,27.846,13.058269,1.857098,7.926,73.74279229999999,232.603480290515,6.375028861
2005,CZE,30.775,27.846,13.058269,1.857098,7.926,73.74279229999999,232.603480290515,6.375028861
2006,CZE,30.775,27.498,13.522043,2.533993,7.138,74.35365709999999,247.3538438571333,6.623172992
2006,CZE,30.775,27.498,13.522043,2.533993,7.138,74.35365709999999,247.3538438571333,6.623172992
2006,CZE,30.775,27.498,13.522043,2.533993,7.138,74.35365709999999,247.3538438571333,6.623172992
2006,CZE,30.775,27.498,13.522043,2.533993,7.138,74.35365709999999,247.3538438571333,6.623172992
2007,CZE,30.775,24.989,13.732669,2.853124,5.316,73.58299629999999,261.67626149224975,5.488825952
2007,CZE,30.775,24.989,13.732669,2.853124,5.316,73.58299629999999,261.67626149224975,5.488825952
2007,CZE,30.775,24.989,13.732669,2.853124,5.316,73.58299629999999,261.67626149224975,5.488825952
2007,CZE,30.775,24.989,13.732669,2.853124,5.316,73.58299629999999,261.67626149224975,5.488825952
2008,CZE,33.221,27.737,14.498895,6.358664,4.396,74.5857577,263.1316340908114,2.612268072
2008,CZE,33.221,27.737,14.498895,6.358664,4.396,74.5857577,263.1316340908114,2.612268072
2008,CZE,33.221,27.737,14.498895,6.358664,4.396,74.5857577,263.1316340908114,2.612268072
2008,CZE,33.221,27.737,14.498895,6.358664,4.396,74.5857577,263.1316340908114,2.612268072
2009,CZE,39.998,26.867,15.544437,1.019377,6.662,74.36661769999999,259.6945627763237,-4.798324167
2009,CZE,39.998,26.867,15.544437,1.019377,6.662,74.36661769999999,259.6945627763237,-4.798324167
2009,CZE,39.998,26.867,15.544437,1.019377,6.662,74.36661769999999,259.6945627763237,-4.798324167
2009,CZE,39.998,26.867,15.544437,1.019377,6.662,74.36661769999999,259.6945627763237,-4.798324167
2010,CZE,43.897,25.38,16.764982,1.472727,7.283,73.6576147,266.0143562987798,2.714665099
2010,CZE,43.897,25.38,16.764982,1.472727,7.283,73.6576147,266.0143562987798,2.714665099
2010,CZE,43.897,25.38,16.764982,1.472727,7.283,73.6576147,266.0143562987798,2.714665099
2010,CZE,43.897,25.38,16.764982,1.472727,7.283,73.6576147,266.0143562987798,2.714665099
2011,CZE,46.908,28.832,18.243177,1.917219,6.725,72.95077839999999,271.1263790673346,1.772380853
2011,CZE,46.908,28.832,18.243177,1.917219,6.725,72.95077839999999,271.1263790673346,1.772380853
2011,CZE,46.908,28.832,18.243177,1.917219,6.725,72.95077839999999,271.1263790673346,1.772380853
2011,CZE,46.908,28.832,18.243177,1.917219,6.725,72.95077839999999,271.1263790673346,1.772380853
2012,CZE,56.177,25.413,19.277992,3.287623,6.979,72.34706849999999,273.8795164614785,-0.770668191
2012,CZE,56.177,25.413,19.277992,3.287623,6.979,72.34706849999999,273.8795164614785,-0.770668191
2012,CZE,56.177,25.413,19.277992,3.287623,6.979,72.34706849999999,273.8795164614785,-0.770668191
2012,CZE,56.177,25.413,19.277992,3.287623,6.979,72.34706849999999,273.8795164614785,-0.770668191
2013,CZE,55.984,27.58,20.45986,1.438298,6.953,72.8109125,276.7278811957593,-0.041812416
2013,CZE,55.984,27.58,20.45986,1.438298,6.953,72.8109125,276.7278811957593,-0.041812416
2013,CZE,55.984,27.58,20.45986,1.438298,6.953,72.8109125,276.7278811957593,-0.041812416
2013,CZE,55.984,27.58,20.45986,1.438298,6.953,72.8109125,276.7278811957593,-0.041812416
2014,CZE,54.819,30.227,21.51013,0.3439886,6.108,73.6817786,283.2624067807858,2.245212199
2014,CZE,54.819,30.227,21.51013,0.3439886,6.108,73.6817786,283.2624067807858,2.245212199
2014,CZE,54.819,30.227,21.51013,0.3439886,6.108,73.6817786,283.2624067807858,2.245212199
2014,CZE,54.819,30.227,21.51013,0.3439886,6.108,73.6817786,283.2624067807858,2.245212199
2015,CZE,51.955,32.089,22.186741,0.3093646,5.048,74.12534939999999,298.42997252898965,4.958758489
2015,CZE,51.955,32.089,22.186741,0.3093646,5.048,74.12534939999999,298.42997252898965,4.958758489
2015,CZE,51.955,32.089,22.186741,0.3093646,5.048,74.12534939999999,298.42997252898965,4.958758489
2015,CZE,51.955,32.089,22.186741,0.3093646,5.048,74.12534939999999,298.42997252898965,4.958758489
2016,CZE,47.529,32.8,22.971544,0.6835042,3.952,74.0399968,301.34793883208204,2.580870139
2016,CZE,47.529,32.8,22.971544,0.6835042,3.952,74.0399968,301.34793883208204,2.580870139
2016,CZE,47.529,32.8,22.971544,0.6835042,3.952,74.0399968,301.34793883208204,2.580870139
2016,CZE,47.529,32.8,22.971544,0.6835042,3.952,74.0399968,301.34793883208204,2.580870139
2017,CZE,43.217,37.162,23.927534,2.450534,2.893,71.3494407,314.93655329201925,5.1735653
2017,CZE,43.217,37.162,23.927534,2.450534,2.893,71.3494407,314.93655329201925,5.1735653
2017,CZE,43.217,37.162,23.927534,2.450534,2.893,71.3494407,314.93655329201925,5.1735653
2017,CZE,43.217,37.162,23.927534,2.450534,2.893,71.3494407,314.93655329201925,5.1735653
2018,CZE,39.717,36.879,24.262077,2.149495,2.246,70.211021,323.0285403785193,2.830305883
2018,CZE,39.717,36.879,24.262077,2.149495,2.246,70.211021,323.0285403785193,2.830305883
2018,CZE,39.717,36.879,24.262077,2.149495,2.246,70.211021,323.0285403785193,2.830305883
2018,CZE,39.717,36.879,24.262077,2.149495,2.246,70.211021,323.0285403785193,2.830305883
2019,CZE,37.236,40.81,24.212393,2.847876,2.016,72.4005859,341.5591263636651,3.565776581
2020,CZE,46.039,38.768,24.853664,3.161295,2.551,74.3890559,360.6882361854445,-5.304879555
2021,CZE,46.722,39.958,26.537458,3.839845,2.806,75.06128629999999,367.8246457375173,4.029018321
2022,CZE,45.886,41.772,26.668707,15.10017,2.319,75.836398,378.060326854379,2.847170658
2023,CZE,48.412,41.679,26.97192955,10.66126,2.579,76.79066519999999,389.59209594537515,0.047580331
2024,CZE,48.961,39.32,27.49355125427246,2.435312,2.603,78.8095441,398.3415287516084,1.251310962
2000,DEU,66.353,59.441,23.498837,1.440268,7.748,84.74835739999999,47.861444961415074,2.879663143
2002,DEU,66.353,60.126,23.427382,1.420807,8.567,83.8049959,50.3568809050613,-0.234248512
2003,DEU,66.353,60.54,23.982014,1.034223,9.267,82.8235036,51.301528588530694,-0.529801047
2004,DEU,66.353,61.158,24.931704,1.665736,10.289,82.706587,52.26159286461305,1.165113534
2005,DEU,66.353,60.74,24.552816,1.546911,11.148,84.29951299999999,53.334395523302575,0.888449591
2006,DEU,66.353,60.981,23.947578,1.577429,10.293,84.5315505,54.67268606753295,3.857558046
2007,DEU,66.353,58.516,24.299988,2.298341,8.637,84.4210853,55.845735927926945,2.892054574
2008,DEU,70.835,60.769,25.400061,2.628383,7.511,83.9182301,56.32754759588545,0.887902655
2009,DEU,77.437,61.103,26.385326,0.3127377,7.726,84.68822229999999,55.27335981150865,-5.550055197
2010,DEU,86.568,59.992,26.609148,1.103809,7.058,83.2910931,56.81405341645442,4.143614782
2011,DEU,85.513,61.801,27.562323,2.075173,5.819,83.4341725,58.82273364178805,3.757863432
2012,DEU,88.189,61.215,28.121572,2.008491,5.374,83.58023949999999,59.6938832232615,0.46619406
2013,DEU,83.522,62.411,28.47327,1.504722,5.231,83.6048742,60.7049262363817,0.394292277
2014,DEU,83.445,61.779,27.057884,0.9067971,4.976,84.03530599999999,61.94105385683282,2.177455675
2015,DEU,79.215,62.132,27.638235,0.514421,4.624,84.70839219999999,62.63316947539217,1.663006635
2016,DEU,76.533,63.752,28.291723,0.4917486,4.122,83.3579649,64.4642846869865,2.217077706
2017,DEU,71.905,63.959,28.58337,1.509497,3.746,83.5118415,66.3159542254151,2.8055961
2018,DEU,68.835,63.478,29.065134,1.732168,3.384,83.8472015,67.3663397050232,1.133220918
2019,DEU,67.703,67.055,29.900126,1.445667,3.136,83.6923779,68.97803186849967,0.972894875
2020,DEU,80.803,63.676,31.255043,0.1448705,3.94,84.8610331,70.5144778281171,-4.127319016
2021,DEU,78.389,63.395,31.143503,3.066667,3.637,84.4494113,72.47040184119003,3.912499699
2022,DEU,63.954,68.652,32.51554108,6.872574,3.166,84.1299384,74.94992720926425,1.806808948
2023,DEU,63.331,66.831,33.43443298,5.946437,3.068,84.705289,75.95263806314725,-0.872010803
2024,DEU,62.863,66.812,34.26576232910156,2.256498,3.385,84.8208684,77.62489694891903,-0.495863993
2000,DNK,37.457,-35.918,25.777601,2.903277,4.429,86.0777677,225.93733293718603,3.724008397
2002,DNK,37.457,-42.287,29.61084,2.424437,4.363,87.0867074,231.9570773679428,0.456529921
2003,DNK,37.457,-31.541,31.847263,2.075078,5.306,87.562355,237.27315508752724,0.441090951
2004,DNK,37.457,-47.12,32.848095,1.154357,5.354,87.2407083,247.49536826452083,2.776351439
2005,DNK,37.457,-50.618,33.544121,1.817815,4.58,86.79459779999999,253.88960575828096,2.359609215
2006,DNK,37.457,-35.492,34.719662,1.924221,3.488,88.3775282,259.7281601815198,3.816488671
2007,DNK,37.457,-24.247,30.903458,1.693266,3.376,87.2727221,263.37259771616164,0.987174385
2008,DNK,43.527,-21.129,31.126369,3.416268,2.906,88.26664819999999,264.8101702120092,-0.417177878
2009,DNK,52.878,-18.8,32.001427,1.30471,6.296,88.6536615,263.24914603409934,-4.974478071
2010,DNK,56.257,-16.235,33.002644,2.310924,7.598,87.54104749999999,276.99493466481846,1.582896638
2011,DNK,64.907,-6.315,33.662952,2.758682,7.672,87.5483828,279.2043858487974,1.310803528
2012,DNK,64.889,-3.175,34.639698,2.397915,7.67,89.1101001,286.8283052762541,-0.005432501
2013,DNK,59.587,12.312,35.204632,0.7890718,7.241,88.7377959,291.8308922418162,1.39267392
2014,DNK,63.791,12.225,35.800922,0.5640205,6.825,86.3617245,297.66920919338855,1.27799951
2015,DNK,58.068,13.078,36.565422,0.4520341,6.082,88.4046798,301.6196886235072,2.104413741
2016,DNK,56.946,13.57,37.766045,0.25,5.757,88.3687787,305.9590236117616,3.073052493
2017,DNK,54.103,11.344,38.889214,1.147132,5.71,86.5174407,314.625141323989,3.056479648
2018,DNK,52.673,22.704,39.44791,0.8136095,4.83,88.0316703,322.1539669527581,1.860019196
2019,DNK,54.298,38.882,40.353836,0.7581316,4.726,88.1418817,327.24966122147055,1.71139751
2020,DNK,62.65,44.89,39.326214,0.420712,5.503,89.61332469999999,337.97650337710604,-1.780105467
2021,DNK,54.313,32.225,41.881645,1.853045,4.768,90.3144289,346.36323211721947,6.500321887
2022,DNK,39.062,43.142,42.08309174,7.696567,3.892,90.3305977,354.77802451876704,0.443836288
2023,DNK,39.901,39.705,42.87325287,3.305178,4.634,90.47685369999999,352.9734487802348,0.604587704
2024,DNK,37.848,38.229,45.05239105224609,1.3722,5.938,90.0154146,366.86514596847064,3.477835968
2000,DOM,,,,,,54.3146217,,
2002,DOM,,,,,,56.5674913,,
2003,DOM,,,,,,54.9531195,,
2004,DOM,,,,,,56.550088599999995,,
2005,DOM,,,,,,56.527310899999996,,
2006,DOM,,,,,,58.4132496,,
2007,DOM,,,,,,57.8597998,,
2008,DOM,,,,,,57.5743535,,
2009,DOM,,,,,,57.5210234,,
2010,DOM,,,,,,57.4392693,,
2011,DOM,,,,,,56.4884116,,
2012,DOM,,,,,,57.7259233,,
2013,DOM,,,,,,56.603108899999995,,
2014,DOM,,,,,,57.6504263,,
2015,DOM,,,,,,56.633509,,
2016,DOM,,,,,,56.5518283,,
2017,DOM,,,,,,56.387579699999996,,
2018,DOM,,,,,,56.231088199999995,,
2019,DOM,,,,,,56.908569299999996,,
2000,ECU,,,,,,50.7264207,,
2002,ECU,,,,,,54.3302304,,
2003,ECU,,,,,,54.9413701,,
2004,ECU,,,,,,54.376366999999995,,
2005,ECU,,,,,,54.017376899999995,,
2006,ECU,,,,,,54.4998715,,
2007,ECU,,,,,,55.9444587,,
2008,ECU,,,,,,54.3667319,,
2009,ECU,,,,,,54.5185519,,
2010,ECU,,,,,,53.854295699999994,,
2011,ECU,,,,,,53.641505699999996,,
2012,ECU,,,,,,50.9033988,,
2013,ECU,,,,,,50.5885483,,
2014,ECU,,,,,,51.2998915,,
2015,ECU,,,,,,49.7402114,,
2016,ECU,,,,,,50.344157599999996,,
2017,ECU,,,,,,51.140582099999996,,
2018,ECU,,,,,,54.0288726,,
2000,ESP,42.274,76.797,22.704889,3.433517,13.863,79.1183265,33.984208668358,5.200754392
2002,ESP,42.274,78.642,24.921057,3.065657,11.45,79.4625672,35.12549557254498,2.755456116
2003,ESP,42.274,76.738,25.625629,3.038888,11.483,77.7688478,35.60594073482828,2.939289595
2004,ESP,42.274,77.652,26.748661,3.039249,10.962,78.4131214,36.21542227992635,3.11453148
2005,ESP,42.274,81.534,28.518797,3.368814,9.146,78.09921949999999,36.92146946811635,3.551130703
2006,ESP,42.274,81.304,28.809401,3.515576,8.452,78.6807415,38.18958846541612,4.043438861
2007,ESP,42.274,79.56,29.27644,2.786798,8.232,79.85382659999999,39.22849620170052,3.53359131
2008,ESP,47.561,81.605,29.519304,4.075343,11.255,80.8441804,39.78943817782045,0.767250809
2009,ESP,62.442,79.549,29.989544,-0.2878131,17.857,80.0373752,40.87363472068975,-3.768214302
2010,ESP,67.099,77.003,31.016668,1.799865,19.86,79.0214764,41.78932884685067,0.09421003
2011,ESP,77.978,76.012,31.91456,3.196102,21.391,77.2266435,42.59533034323877,-0.639920076
2012,ESP,96.7,72.798,32.649994,2.446128,24.787,77.6944412,43.7485010558661,-2.865287561
2013,ESP,110.721,69.997,33.734821,1.408581,26.094,74.6541486,44.8390703567459,-1.427141939
2014,ESP,123.066,72.557,34.678776,-0.1511149,24.441,75.3333607,45.24259782928985,1.520392419
2015,ESP,120.046,72.741,35.081161,-0.5003657,22.057,76.0518361,45.786050576638225,4.060957462
2016,ESP,119.926,71.486,35.693489,-0.202598,19.635,76.0217564,46.4749015932303,2.915066248
2017,ESP,118.283,73.886,36.351273,1.956076,17.224,75.6211296,47.358834190129926,2.896042079
2018,ESP,116.649,73.613,37.252804,1.674981,15.255,75.3326711,47.5757836007653,2.395411245
2019,ESP,119.628,75.034,38.596992,0.699519,14.104,75.9825578,48.67901987714165,1.961258924
2020,ESP,146.591,67.892,39.68692,-0.322753,15.532,77.1336317,48.921885459284596,-10.940140876
2021,ESP,139.261,69.38,40.35580826,3.093135,14.914,76.7746749,49.76412859621995,6.683144205
2022,ESP,113.484,74.202,41.112835,8.390576,13.033,76.8995079,52.2173795923477,6.370400131
2023,ESP,111.205,68.261,41.44420624,3.532361,12.179,77.0174292,53.85976226477535,2.460778009
2024,ESP,108.904,68.871,42.25973892211914,2.774178,11.344,76.9498381,55.688397276050075,3.455254056
2000,EST,7.301,33.989,28.669167,4.018489,14.535,75.5104509,14.177795619509874,10.087636844
2002,EST,7.301,32.107,29.358723,3.571913,11.192,74.1950356,16.46528586765211,6.933000697
2003,EST,7.301,29.764,29.649635,1.334991,10.307,75.1218099,17.52102206553945,7.596303269
2004,EST,7.301,30.11,30.712088,3.048111,10.105,75.05474559999999,18.93488664804295,6.800699368
2005,EST,7.301,26.878,33.025089,4.079714,8.01,75.2783591,20.37127779427504,9.523052565
2006,EST,7.301,30.03,33.118874,4.437621,5.903,74.8736929,21.895057203038824,9.762571701
2007,EST,7.301,24.288,33.146008,6.601326,4.582,75.0732282,24.262029327742397,7.570921189
2008,EST,8.583,27.215,34.176804,10.36236,5.438,75.0821965,24.1118938929054,-5.125313131
2009,EST,13.4,27.175,36.065544,-0.07840831,13.504,75.7035961,24.92816185174845,-14.63022023
2010,EST,13.182,14.68,35.423084,2.972045,16.654,76.4265679,26.525931403470675,2.449747119
2011,EST,10.866,13.646,36.889767,4.981901,12.287,77.7366747,26.789204104475452,7.606975595
2012,EST,14.369,20.648,37.605877,3.9334,9.966,77.030108,28.162705874344375,3.672019525
2013,EST,14.732,14.522,37.345535,2.780567,8.596,76.86192129999999,29.102129136284724,1.756492715
2014,EST,14.689,11.562,37.499954,-0.1061751,7.321,78.16046949999999,30.2505201214853,3.322790202
2015,EST,13.384,11.182,38.030697,-0.492326,6.164,78.8819589,30.07480235542895,1.838155074
2016,EST,13.781,8.069,38.756851,0.1486849,6.736,79.0334481,31.366201079967276,3.09301917
2017,EST,13.286,4.584,39.663879,3.417236,5.74,79.54069129999999,32.66687949813185,5.634672413
2018,EST,13.089,1.229,41.130722,3.436327,5.353,79.1000346,35.47922904779252,3.699694693
2019,EST,13.831,4.724,41.368298,2.277259,4.434,81.51839199999999,37.51570364236825,3.726650988
2020,EST,25.172,10.528,42.209454,-0.4445311,6.777,81.6020224,35.04526303329251,-2.883809565
2021,EST,25.084,1.412,41.226608,4.653167,6.178,81.46279539999999,42.31997563219255,8.254883957
2022,EST,26.31,6.159,42.100475,19.39826,5.571,81.65597029999999,43.43803498522958,-1.226170818
2023,EST,28.847,3.471,41.58761978,9.159226,6.378,81.3059013,41.82473797386562,-2.744220557
2024,EST,33.012,4.622,42.54973220825195,3.520561,7.499,81.60649959999999,48.895595186945734,-0.090040308
2000,FIN,41.088,55.475,32.614372,3.042096,9.732,86.3089265,45.8138319530237,5.753634552
2002,FIN,41.088,52.36,32.989845333333335,1.571221,8.98,87.2647357,47.810055515870324,1.687298393
2003,FIN,41.088,59.095,33.177582,0.8774385,8.966,86.7083718,48.8322275624324,2.011766939
2004,FIN,41.088,54.731,34.184566,0.1871234,8.785,86.9487283,50.885533731939674,4.005315615
2005,FIN,41.088,54.459,34.629433,0.6238712,8.371,86.56154169999999,51.9739086807884,2.777777778
2006,FIN,41.088,54.073,35.141739,1.566667,7.638,86.8399118,53.736229855505776,4.019493274
2007,FIN,41.088,53.32,36.357056,2.510666,6.827,86.3480113,56.37306180545013,5.31317825
2008,FIN,40.325,54.483,36.583557,4.065952,6.344,86.44385319999999,56.7389160701671,0.783959472
2009,FIN,51.636,54.795,37.268574,0.0,8.222,86.1463617,54.8353657879545,-8.075885397
2010,FIN,58.016,48.852,38.146343,1.184135,8.395,85.965876,56.85129255360355,3.167735645
2011,FIN,61.005,53.897,39.318207,3.416809,7.732,86.4919991,58.32706437753735,2.389410792
2012,FIN,68.257,47.103,39.661289,2.808332,7.61,88.69585119999999,58.09646339352105,-1.523297075
2013,FIN,69.126,49.64,40.545231,1.478288,8.12,87.6526679,59.00966731158215,-0.979741028
2014,FIN,76.284,49.89,41.776676,1.0412,8.531,87.455028,59.5901339336938,-0.478068319
2015,FIN,80.375,47.901,42.742619,-0.207932,9.265,88.9116954,60.18189333136685,0.466503518
2016,FIN,81.128,46.104,43.59526443,0.3566845,8.76,88.5675667,61.89890084619975,2.571934232
2017,FIN,78.47,43.868,44.304253,0.754015,8.587,88.2802004,64.37466987232388,3.303370161
2018,FIN,75.754,45.23,45.188133,1.083821,7.312,89.3360905,64.3659413051797,1.19297773
2019,FIN,75.626,42.894,45.93438,1.024094,6.65,88.9448031,65.7282032734003,1.349738438
2020,FIN,87.225,43.031,47.874241,0.2905546,7.702,90.3688494,64.57413060408562,-2.49103621
2021,FIN,82.097,37.933,42.33107,2.194574,7.607,90.3489508,68.47884120435343,2.676346592
2022,FIN,74.64,40.919,42.63704681,7.123508,6.719,90.2348906,69.65881379105284,0.763041672
2023,FIN,80.116,29.709,42.53651428,6.250643,7.147,89.13570279999999,70.0244004459758,-1.28930067
2024,FIN,85.319,32.973,42.7156982421875,1.565689,8.325,89.2911196,75.73569849031233,0.374564766
2000,FRA,77.26,51.275,21.58481,1.67596,8.557,78.3023254,49.28520618309493,4.141053492
2000,FRA,77.26,51.275,21.58481,1.67596,8.557,78.3023254,49.28520618309493,4.141053492
2000,FRA,77.26,51.275,21.58481,1.67596,8.557,78.3023254,49.28520618309493,4.141053492
2002,FRA,77.26,50.817,23.98011,1.923412,7.919,78.49105829999999,52.70992853627528,1.06774458
2002,FRA,77.26,50.817,23.98011,1.923412,7.919,78.49105829999999,52.70992853627528,1.06774458
2002,FRA,77.26,50.817,23.98011,1.923412,7.919,78.49105829999999,52.70992853627528,1.06774458
2003,FRA,77.26,50.665,23.917387,2.098472,8.527,78.4370771,53.0983383192407,0.96782166
2003,FRA,77.26,50.665,23.917387,2.098472,8.527,78.4370771,53.0983383192407,0.96782166
2003,FRA,77.26,50.665,23.917387,2.098472,8.527,78.4370771,53.0983383192407,0.96782166
2004,FRA,77.26,50.86,24.383652,2.14209,8.867,79.1033636,53.98013865495052,2.86825405
2004,FRA,77.26,50.86,24.383652,2.14209,8.867,79.1033636,53.98013865495052,2.86825405
2004,FRA,77.26,50.86,24.383652,2.14209,8.867,79.1033636,53.98013865495052,2.86825405
2005,FRA,77.26,51.698,25.425774,1.745869,8.867,83.1881592,55.251109693039325,1.888569648
