year,country,Public_Debt (%GDP),Energy_Import_Dependency,Tertiary_education_attainment,Inflation_Rate,Unemployment_Variation,Gov_score,Productivity_Variation,GDP_Growth
2017,PRY,,,,,,54.552177699999994,,
2018,PRY,,,,,,54.9850073,,
2000,ROU,16.691,21.884,17.160242,,7.157,59.4880511,13.235794434312957,
2002,ROU,16.691,24.275,17.160242,,8.44,60.340634099999995,17.443055039661676,
2003,ROU,16.691,25.418,17.160242,,7.025,60.0732346,18.720119769505565,
2004,ROU,16.691,30.036,17.160242,,8.074,62.1578738,21.622666402238526,
2005,ROU,16.691,27.474,17.160242,,7.174,64.51572689999999,23.306807743316526,
2006,ROU,16.691,29.158,17.160242,,7.269,66.2093062,26.0293434905144,
2007,ROU,16.691,31.46,17.160242,,6.413,65.17883139999999,28.626349115883173,
2008,ROU,17.806,27.65,17.160242,,5.787,65.85525539999999,33.3526051594348,
2009,ROU,28.975,19.89,17.160242,,6.859,65.23847289999999,33.582518447817726,
2010,ROU,35.394,21.386,17.160242,,6.959,64.6131527,33.76900558841842,
2011,ROU,39.879,21.14,17.160242,,7.177,62.5012044,36.4983049083803,
2012,ROU,44.709,22.463,17.160242,,6.794,62.584344699999995,37.9726963917427,
2013,ROU,47.749,18.317,17.160242,,7.096,61.8084261,38.580683223193354,
2014,ROU,49.312,16.663,17.160242,,6.802,64.3731446,40.37910332863845,
2015,ROU,47.29,16.687,17.160242,,6.812,66.1707377,42.7979092031713,
2016,ROU,49.017,21.901,17.482538162750245,,5.901,66.25307819999999,44.75727366322607,
2017,ROU,45.43,23.295,17.80483432550049,,4.927,65.5699473,48.81858602143562,
2018,ROU,43.712,24.291,18.127130488250735,,4.187,64.5269635,52.8926441790716,
2019,ROU,44.558,30.282,18.44942665100098,,3.912,65.4548107,56.36672165939986,
2020,ROU,59.202,28.191,18.61665082550049,,5.035,66.4086578,58.204125569579446,
2021,ROU,57.324,31.65,18.783875,,5.59,66.3516032,60.72272386333705,
2022,ROU,52.404,32.423,19.67014313,,5.614,65.9693226,66.67559503687028,
2023,ROU,58.799,27.863,18.62580109,,5.589,65.5592795,72.44294396314856,
2024,ROU,63.452,30.356,19.2030200958252,,5.43,63.629008799999994,73.70278283561272,
2000,RUS,,,,20.79877,10.581,47.2453384,,7.175949193
2002,RUS,,,,15.78873,7.875,49.902552299999996,,7.175949193
2003,RUS,,,,13.66329,8.21,49.591482299999996,,7.175949193
2004,RUS,,,,10.88861,7.763,49.266585299999996,,7.175949193
2005,RUS,,,,12.68531,7.124,49.6020608,,6.376187027
2006,RUS,,,,9.668655,7.055,47.0712516,,8.153431973
2007,RUS,,,,9.007296,6.002,47.528484899999995,,8.535080209
2008,RUS,,,,14.11077,6.205,48.7433134,,5.247953532
2009,RUS,,,,11.64733,8.301,46.825544699999995,,-7.820885026
2010,RUS,,,,6.849392,7.345,46.7738266,,4.503725625
2011,RUS,,,,8.440471,6.496,46.217284199999995,,4.264176565
2012,RUS,,,,5.074733,5.458,42.7498486,,4.024086315
2013,RUS,,,,6.753717,5.478,42.1805381,,1.755422064
2014,RUS,,,,7.823416,5.156,42.9272626,,0.736267283
2015,RUS,,,,15.5344,5.567,42.6871599,,-1.972719253
2016,RUS,,,,7.042436,5.537,43.103673699999995,,0.193671101
2017,RUS,,,,3.683334,5.203,43.4836317,,1.825809276
2018,RUS,,,,2.878305,4.802,43.1398741,,2.807245455
2019,RUS,,,,4.470367,4.595,40.7285422,,2.032982588
2020,RUS,,,,3.38166,5.771,41.019984799999996,,-2.951273678
2021,RUS,,,,6.694456,4.819,39.4565488,,-2.951273678
2022,RUS,,,,6.694456,3.938,36.459524099999996,,-2.951273678
2000,SAU,,,,-1.125,,22.5311886,,11.758820687
2002,SAU,,,,0.2471872,,24.8947492,,11.758820687
2003,SAU,,,,0.6121928,,24.786305499999997,,11.758820687
2004,SAU,,,,0.5155075,,29.267388999999998,,11.758820687
2005,SAU,,,,0.4792332,,28.8351686,,11.758820687
2006,SAU,,,,2.20902,,29.37588,,11.758820687
2007,SAU,,,,4.167827,,30.149234399999997,,11.758820687
2008,SAU,,,,9.870246,,29.714239799999998,,11.758820687
2009,SAU,,,,5.057225,,27.756542699999997,,11.758820687
2010,SAU,,,,5.339416,,28.295817099999997,,11.758820687
2011,SAU,,,,5.826217,,27.322218399999997,,11.758820687
2012,SAU,,,,2.86627,,26.9235887,,5.761573823
2013,SAU,,,,3.529956,,26.0362826,,2.945637892
2014,SAU,,,,2.239167,,26.0994718,,4.024671584
2015,SAU,,,,1.204692,,29.0988331,,4.655123167
2016,SAU,,,,2.06741,,28.9441146,,1.704047392
2017,SAU,,,,-0.8364107,,28.4453531,,1.182107059
2018,SAU,,,,2.45719,,28.6508516,,3.22695089
2019,SAU,,,,-2.093341,,30.0961301,,1.651589256
2020,SAU,,,,3.445467,,29.8181276,,-3.80478902
2021,SAU,,,,3.06329,,30.2204241,,6.519596983
2022,SAU,,,,2.474074,,30.4050823,,12.000587475
2023,SAU,,,,2.327085,,29.5052934,,0.542592439
2024,SAU,,,,1.687921,,29.7683225,,2.648930683
2000,SGP,,,,,,60.7621343,,
2002,SGP,,,,,,60.6308272,,
2003,SGP,,,,,,59.1176215,,
2004,SGP,,,,,,55.1291368,,
2005,SGP,,,,,,57.7980686,,
2006,SGP,,,,,,57.0983156,,
2007,SGP,,,,,,57.697494,,
2008,SGP,,,,,,58.406929399999996,,
2009,SGP,,,,,,59.214760299999995,,
2010,SGP,,,,,,58.930411299999996,,
2011,SGP,,,,,,60.4773181,,
2012,SGP,,,,,,62.7911716,,
2013,SGP,,,,,,62.107496399999995,,
2014,SGP,,,,,,62.446953699999995,,
2015,SGP,,,,,,62.5355145,,
2016,SGP,,,,,,62.889091099999995,,
2017,SGP,,,,,,61.313637799999995,,
2018,SGP,,,,,,61.1369274,,
2019,SGP,,,,,,60.1656215,,
2020,SGP,,,,,,59.518887,,
2021,SGP,,,,,,59.6478191,,
2022,SGP,,,,,,59.5323639,,
2023,SGP,,,,,,58.065931899999995,,
2000,SLV,,,,,,50.277875599999994,,
2002,SLV,,,,,,55.3934874,,
2003,SLV,,,,,,55.765740799999996,,
2004,SLV,,,,,,55.9079695,,
2005,SLV,,,,,,55.786127699999994,,
2006,SLV,,,,,,58.031075699999995,,
2007,SLV,,,,,,57.431492899999995,,
2008,SLV,,,,,,57.6913559,,
2009,SLV,,,,,,57.1851664,,
2010,SLV,,,,,,57.4203281,,
2011,SLV,,,,,,56.572994099999995,,
2012,SLV,,,,,,54.8184693,,
2013,SLV,,,,,,55.1653337,,
2014,SLV,,,,,,57.685434799999996,,
2015,SLV,,,,,,55.9485841,,
2016,SLV,,,,,,56.1060715,,
2017,SLV,,,,,,55.707468,,
2018,SLV,,,,,,54.5787255,,
2019,SLV,,,,,,56.2277383,,
2000,SRB,,13.877,,,,40.7355239,,
2002,SRB,,26.366,,,,51.6118208,,
2003,SRB,,28.617,,,,51.5275341,,
2004,SRB,,33.482,,,,52.825131899999995,,
2005,SRB,,36.611,,,,53.5015436,,
2006,SRB,,38.232,,,,61.2554455,,
2007,SRB,,36.392,,,,62.594904,,
2008,SRB,,37.729,,,,61.761610499999996,,
2009,SRB,,32.256,,,,62.3262705,,
2010,SRB,,33.516,,,,61.466803799999994,,
2011,SRB,,30.445,,,,61.3696772,,
2012,SRB,,27.94,,,,58.577407099999995,,
2013,SRB,,24.094,,,,59.358957999999994,,
2014,SRB,,27.937,,,,59.047989599999994,,
2015,SRB,,27.693,,,,58.8233259,,
2016,SRB,,29.726,,,,58.6145072,,
2017,SRB,,33.815,,,,56.368081999999994,,
2018,SRB,,34.64,,,,53.714881399999996,,
2019,SRB,,35.618,,,,53.6151767,,
2020,SRB,,30.031,,,,53.3985047,,
2021,SRB,,34.792,,,,52.260118299999995,,
2022,SRB,,44.913,,,,51.8890008,,
2023,SRB,,41.947,,,,50.267739899999995,,
2024,SRB,,40.793,,,,48.6955579,,
2000,SVK,36.467,65.065,10.37334,12.03578,18.777,71.3721134,16.015310527456464,0.789224478
2002,SVK,36.467,64.476,10.958904,3.127133,18.633,70.1715284,18.408970831117173,4.417253483
2003,SVK,36.467,64.918,11.784762,8.554143,17.516,71.9245567,19.870876750221026,4.856698516
2004,SVK,36.467,68.18,12.776853,7.548501,18.137,71.4456886,20.867024409713473,5.38949857
2005,SVK,36.467,65.99,14.004099,2.709085,16.172,73.0808026,21.71847645991825,6.484932223
2006,SVK,36.467,64.344,14.567307,4.483331,13.302,73.8997091,23.428062090039774,8.925687048
2007,SVK,36.467,69.736,14.438412,2.756724,11.017,73.8679421,25.44192774640655,10.818629507
2008,SVK,35.336,65.842,14.763523,4.59818,9.567,73.8851313,26.4776332986137,5.363377212
2009,SVK,44.563,67.692,15.762831,1.615105,12.052,73.3629725,25.928197183457925,-5.50533791
2010,SVK,48.85,61.942,17.327984,0.9570181,14.373,72.657631,28.06640167899465,6.790581591
2011,SVK,51.697,63.462,18.617317,3.919286,13.606,73.6976866,28.5608419250499,2.562424732
2012,SVK,61.147,58.952,18.979084,3.606103,13.947,73.2549244,29.256371610340974,1.569171047
2013,SVK,65.504,58.4,19.87734,1.400474,14.216,73.3273164,30.350680904522598,0.703323545
2014,SVK,67.924,60.698,20.379578,-0.07616533,13.18,73.09650409999999,30.944711582598025,2.707951514
2015,SVK,66.395,58.013,21.149881,-0.3252198,11.473,73.0501033,31.962230918287727,5.176879097
2016,SVK,67.665,58.206,21.979519,-0.5200102,9.644,73.07420069999999,31.756402045010027,1.947818415
2017,SVK,65.508,62.541,23.095415,1.311946,8.131,71.5727969,32.268532559393925,2.874733275
2018,SVK,63.051,61.905,24.58342,2.514037,6.535,69.5887655,33.385191644819876,4.062119819
2019,SVK,62.851,69.785,25.786274,2.664561,5.754,72.18568859999999,34.756293482993875,2.2758991
2020,SVK,76.872,56.329,26.773348,1.936941,6.689,74.14503619999999,38.12461619138655,-2.585512417
2021,SVK,76.946,52.584,27.911043,3.149606,6.827,74.15345669999999,40.82504565269397,5.655858807
2022,SVK,63.924,69.595,29.216726,12.77415,6.143,73.4727604,40.84428435187795,0.544591632
2023,SVK,63.587,58.41,28.80596542,10.53195,5.84,73.87735839999999,42.468946111181154,2.112636332
2024,SVK,66.7,53.501,29.0372486114502,2.757609,5.335,73.12977289999999,44.591060074919625,1.938674455
2000,SVN,30.907,51.852,15.726464,8.911745,6.729,75.6010053,23.077898421018975,3.49791671
2002,SVN,30.907,49.749,15.257369,7.480778,6.312,74.7983989,24.7545671009163,3.282583843
2003,SVN,30.907,52.467,17.744364,5.544164,6.675,74.6632307,25.893570157362326,3.195031074
2004,SVN,30.907,51.379,19.040981,3.592976,6.29,73.8315772,27.080619068162225,4.546022188
2005,SVN,30.907,50.826,20.171976,2.451501,6.506,74.9376855,29.079136450079226,3.854126251
2006,SVN,30.907,50.897,21.387041,2.457924,5.95,75.9138675,31.141324612649225,5.908781909
2007,SVN,30.907,50.821,22.227602,3.657496,4.818,75.41404539999999,32.81248282159218,7.139232377
2008,SVN,30.926,53.587,22.637665,5.647424,4.371,74.4610454,33.303846084931024,3.37223808
2009,SVN,45.124,48.836,23.315817,0.8392622,5.858,74.7553235,31.402323579253174,-7.590586535
2010,SVN,49.2,49.28,23.716619,1.80117,7.236,74.6717824,32.43970858042995,1.112137628
2011,SVN,52.721,48.353,25.09059,1.802852,8.166,74.64636349999999,33.95512534907335,0.655438955
2012,SVN,63.431,51.844,26.439035,2.597414,8.841,72.8660033,34.0112989179733,-2.915538585
2013,SVN,80.427,47.475,27.880541,1.769201,10.103,72.2603262,34.189028426034,-0.823777369
2014,SVN,101.14,45.19,28.600916,0.1993438,9.668,71.5216354,34.668487110770826,2.762833196
2015,SVN,104.165,49.257,30.173296,-0.5255523,8.962,72.2921422,34.99611001255492,2.393306639
2016,SVN,99.03,48.946,30.735788,-0.05499954,8.0,72.6792483,36.62972355088425,3.034415894
2017,SVN,90.554,50.662,34.302807,1.429107,6.564,72.8887408,38.521675911498924,5.174402771
2018,SVN,84.518,51.091,32.455208,1.738609,5.108,72.1322903,39.88746593131265,4.37908319
2019,SVN,82.022,51.971,33.283279,1.630523,4.446,74.8699683,41.34264152633465,3.505252066
2020,SVN,101.008,45.671,35.881027,-0.05485681,4.971,74.8687501,42.2637598944591,-4.084999797
2021,SVN,90.063,48.6,40.300003,1.917065,4.744,73.2424346,43.943868191851074,8.416862992
2022,SVN,71.914,53.91,40.11206436,8.833699,4.011,73.92719679999999,45.11871485943772,2.66850686
2023,SVN,70.375,49.26,33.51063919,7.446877,3.652,74.8088794,47.419941028283525,2.375831656
2024,SVN,69.318,46.382,34.63747787475586,1.965627,3.697,75.3519851,48.51344663494223,1.731397146
2000,SWE,48.015,39.316,30.122953,0.8991438,5.799,86.0697323,252.9293994764047,4.63114518
2002,SWE,48.015,37.664,32.56509,2.158482,5.208,86.7042377,268.39877662288166,2.277719954
2003,SWE,48.015,43.679,33.419739,1.925655,5.762,86.89591449999999,279.24896734814286,1.881025943
2004,SWE,48.015,37.256,34.529377,0.3736598,6.526,86.45823329999999,288.7984948818762,4.179594518
2005,SWE,48.015,38.075,29.645443,0.4531709,7.667,85.99710569999999,297.90349487416006,2.793156831
2006,SWE,48.015,38.227,30.520433,1.360215,6.975,86.65629489999999,309.0781180313793,4.676095844
2007,SWE,48.015,36.797,31.328465,2.212169,6.146,87.4523834,313.69314784575334,3.224869991
2008,SWE,46.924,38.416,32.02702,3.437049,6.224,87.7678255,311.5208366075773,-0.923126844
2009,SWE,49.662,38.186,33.060085,-0.4944606,8.316,87.3415629,310.43140418063524,-4.25561149
2010,SWE,47.433,37.99,33.868935,1.157988,8.578,87.0468595,321.7796936397591,5.750766232
2011,SWE,47.464,36.483,35.174355,2.961151,7.783,89.75552019999999,326.2384063824155,3.163880041
2012,SWE,48.283,30.169,35.698952,0.8883775,7.964,90.2874698,327.0513632595317,-0.414404649
2013,SWE,51.076,32.8,37.034386,-0.04429297,8.027,88.79555239999999,330.8788577608609,1.137649057
2014,SWE,57.447,32.345,38.700306,-0.1796385,7.931,87.5614466,335.96150854923303,2.295788416
2015,SWE,55.86,30.071,39.786552,-0.04678475,7.39,87.91636559999999,348.6716996266719,4.38824249
2016,SWE,55.04,33.311,41.139179,0.9842693,6.944,87.9171497,348.9812329754825,2.131190312
2017,SWE,52.829,26.668,41.936691,1.794499,6.665,87.261258,353.4290177613534,1.88282263
2018,SWE,51.678,29.072,43.247318,1.953535,6.332,87.3290626,358.36867055824314,1.770258433
2019,SWE,47.833,30.056,43.970543,1.784151,6.771,87.0485415,373.5902022572021,2.608234229
2020,SWE,53.465,31.982,44.608795,0.4973673,8.304,88.3222763,482.5075926011453,-1.93378333
2021,SWE,49.953,21.224,46.55954742,2.163197,8.899,87.7493901,397.12737273292237,5.225862852
2022,SWE,45.137,26.961,48.50398254,8.369291,7.494,87.509648,401.9728178262167,1.255444759
2023,SWE,42.651,26.388,49.3998642,8.548625,7.698,87.1358841,408.59359911595266,-0.204065023
2024,SWE,46.363,26.504,51.82631301879883,2.835817,8.398,87.08994179999999,332.35301277189564,1.017796503
2000,TUR,48.901,65.384,8.3461838,54.91538,6.495,47.643145499999996,25.984350976797295,6.985286864
2002,TUR,48.901,67.567,9.1408987,44.96412,10.358,51.8230514,27.382742642803716,6.435508858
2003,TUR,48.901,70.507,9.7044678,21.60244,10.542,55.6602848,29.757187016006924,5.799093309
2004,TUR,48.901,70.222,9.653903,8.598262,10.837,57.7311093,33.13449696686895,9.925405478
2005,TUR,48.901,71.68,10.23861,8.17916,10.635,58.7754006,35.406856520592655,9.111577413
2006,TUR,48.901,72.792,10.919287,9.597242,10.229,58.461160899999996,37.9905461842242,7.067626048
2007,TUR,48.901,74.154,11.290907,8.756181,10.283,56.0252275,40.671448081410276,5.108185223
2008,TUR,48.901,72.379,12.040659,10.44413,10.965,56.9109427,41.795404338270025,0.92011824
2009,TUR,48.901,70.375,12.710275,6.250977,14.025,57.799628,40.5884885849903,-4.882693997
2010,TUR,48.901,70.651,13.118464,8.566444,11.88,56.373670499999996,42.4613147248409,8.542198531
2011,TUR,43.603,71.111,14.034094,6.471879,9.788,53.466156999999995,45.66714812632345,10.9799624
2012,TUR,40.941,75.623,15.290227,8.89157,9.21,53.426342399999996,47.394483110308975,4.807627042
2013,TUR,34.284,75.374,15.907355,7.49309,9.714,51.5118589,51.31324287734603,8.488256835
2014,TUR,33.234,76.293,16.693634,8.854572,9.902,48.3717566,52.41529979835135,4.600794538
2015,TUR,31.046,77.875,18.020138,7.670854,10.304,46.596237599999995,55.7033683005314,5.805573774
2016,TUR,31.896,75.481,19.362528,7.775134,10.9,44.2562861,58.12242771400385,3.323665122
2017,TUR,32.276,77.17,20.013071,11.14431,10.918,43.1206983,62.387313073100344,7.825857237
2018,TUR,32.578,73.787,20.780222,16.33246,10.956,40.2016087,66.4965952303029,3.468153127
2019,TUR,35.392,69.947,21.951159,15.17682,13.73,40.9941354,71.9126564566575,1.301623604
2020,TUR,44.48,70.644,23.201808,12.27896,13.148,40.158031,99.13248166239676,1.8030625
2021,TUR,44.753,70.89,24.452457,19.59649,11.971,39.2912763,91.18517199200473,11.811094485
2022,TUR,37.369,71.168,25.0,72.30884,10.433,37.673761,91.18517199200473,5.441225078
2023,TUR,35.265,69.983,25.92166901,53.85941,9.351,37.8996709,91.18517199200473,5.045123694
2024,TUR,28.557,68.11,26.9442195892334,58.50645,8.712,37.6897898,91.18517199200473,3.327623108
2000,UKR,,43.052,,,,43.558754099999994,,
2000,UKR,,43.052,,,,43.558754099999994,,
2002,UKR,,43.599,,,,44.8829889,,
2002,UKR,,43.599,,,,44.8829889,,
2003,UKR,,46.5,,,,44.1881926,,
2003,UKR,,46.5,,,,44.1881926,,
2004,UKR,,45.282,,,,44.8836383,,
2004,UKR,,45.282,,,,44.8836383,,
2005,UKR,,42.308,,,,52.899356399999995,,
2005,UKR,,42.308,,,,52.899356399999995,,
2006,UKR,,41.476,,,,58.4692243,,
2006,UKR,,41.476,,,,58.4692243,,
2007,UKR,,40.904,,,,58.910360499999996,,
2007,UKR,,40.904,,,,58.910360499999996,,
2008,UKR,,42.416,,,,58.9789475,,
2008,UKR,,42.416,,,,58.9789475,,
2008,UKR,,42.416,,,,58.9789475,,
2009,UKR,,36.023,,,,59.1925076,,
2009,UKR,,36.023,,,,59.1925076,,
2009,UKR,,36.023,,,,59.1925076,,
2010,UKR,,31.557,,,,55.8528017,,
2010,UKR,,31.557,,,,55.8528017,,
2010,UKR,,31.557,,,,55.8528017,,
2011,UKR,,37.587,,,,52.114089799999995,,
2011,UKR,,37.587,,,,52.114089799999995,,
2011,UKR,,37.587,,,,52.114089799999995,,
2012,UKR,,31.325,,,,52.1545765,,
2012,UKR,,31.325,,,,52.1545765,,
2012,UKR,,31.325,,,,52.1545765,,
2013,UKR,,26.98,,,,50.7692738,,
2013,UKR,,26.98,,,,50.7692738,,
2013,UKR,,26.98,,,,50.7692738,,
2014,UKR,,25.912,,,,53.555204499999995,,
2014,UKR,,25.912,,,,53.555204499999995,,
2014,UKR,,25.912,,,,53.555204499999995,,
2014,UKR,,25.912,,,,53.555204499999995,,
2015,UKR,,32.221,,,,54.0960821,,
2015,UKR,,32.221,,,,54.0960821,,
2015,UKR,,32.221,,,,54.0960821,,
2015,UKR,,32.221,,,,54.0960821,,
2016,UKR,,30.13,,,,54.5786397,,
2016,UKR,,30.13,,,,54.5786397,,
2016,UKR,,30.13,,,,54.5786397,,
2017,UKR,,36.948,,,,54.5642965,,
2017,UKR,,36.948,,,,54.5642965,,
2017,UKR,,36.948,,,,54.5642965,,
2018,UKR,,34.467,,,,56.266579799999995,,
2019,UKR,,36.786,,,,58.273028399999994,,
2020,UKR,,34.057,,,,59.081210999999996,,
2000,URY,,,,,,72.9746973,,
2002,URY,,,,,,74.48414869999999,,
2003,URY,,,,,,74.0383341,,
2004,URY,,,,,,72.912728,,
2005,URY,,,,,,74.25889339999999,,
2006,URY,,,,,,76.28005279999999,,
2007,URY,,,,,,76.5301739,,
2008,URY,,,,,,76.7724259,,
2009,URY,,,,,,77.6425026,,
2010,URY,,,,,,78.40629899999999,,
2011,URY,,,,,,77.9252168,,
2012,URY,,,,,,76.2575341,,
2013,URY,,,,,,77.04570799999999,,
2014,URY,,,,,,76.9866406,,
2015,URY,,,,,,78.021897,,
2016,URY,,,,,,78.5618891,,
2017,URY,,,,,,78.43089169999999,,
2018,URY,,,,,,78.4472005,,
2000,USA,64.674,,36.494774,3.376857,3.992,79.24405209999999,49.7316671619496,4.07758576
2002,USA,64.674,,38.133007,1.586032,5.783,81.4067577,53.07678784640835,1.700443814
2003,USA,64.674,,38.42197,2.270095,5.989,80.1606067,55.1292643861503,2.795612971
2004,USA,64.674,,39.052998,2.677237,5.529,78.6270124,57.216280352833,3.847769885
2005,USA,64.674,,39.054729,3.392747,5.083,80.12839509999999,59.20369370406325,3.483551497
2006,USA,64.674,,39.486282,3.225944,4.624,79.3544666,60.547581974419195,2.784533296
2007,USA,64.674,,40.270866,2.852673,4.622,79.4662882,62.211377036104906,2.003864445
2008,USA,73.671,,41.10516,3.8391,5.784,80.0566752,63.48721396206925,0.11358277
2009,USA,86.789,,41.214626,-0.3555463,9.256,79.621229,65.75307144486705,-2.576495801
2010,USA,95.339,,41.662415,1.640043,9.632,79.4944427,67.8296584255649,2.6951925
2011,USA,99.753,,42.44838,3.156842,8.95,78.4079845,68.54434017218635,1.564406809
2012,USA,103.352,,43.052437,2.069337,8.069,78.97021339999999,69.4157865942145,2.289111853
2013,USA,104.69,,43.910252,1.464833,7.375,77.2611111,70.4472908145923,2.117828634
2014,USA,104.733,,44.224617,1.622223,6.167,77.8551578,71.45818014039985,2.523821217
2015,USA,105.555,,44.629398,0.1186271,5.281,79.4057418,72.38392787721745,2.945549047
2016,USA,107.636,,45.666355,1.261583,4.87,78.5831949,72.99688742002189,1.819452806
2017,USA,106.522,,46.3568,2.13011,4.356,76.51587959999999,74.459764342656,2.457623576
2018,USA,107.725,,47.431145,2.442583,3.896,75.28110699999999,76.2659125323284,2.96649862
2019,USA,109.054,,48.340187,1.81221,3.668,74.7890018,77.93367658010604,2.583831616
2020,USA,132.884,,50.055275,1.233584,8.055,73.5834356,82.0314732863136,-2.081378342
2021,USA,125.127,,50.316986,4.697859,5.349,72.3867309,85.1134613254898,6.15202248
2022,USA,119.582,,50.017204,8.0028,3.649,72.9996786,87.2732410719668,2.524215012
2023,USA,121.691,,50.70599365,4.116338,3.639,71.96469689999999,90.3350935118312,2.934360923
2024,USA,123.186,,50.70599365,2.949525,4.022,72.3731718,90.3350935118312,2.793187185
2000,ZAF,38.354,,6.860743,5.338953,25.3707343793721,65.8229563,,4.2
2002,ZAF,38.354,,6.860743,9.49471,27.1805013603779,65.81927019999999,,3.700374403
2003,ZAF,38.354,,6.860743,5.679419,27.1157713997375,67.1723772,,2.949075467
2004,ZAF,38.354,,6.860743,-0.692031,24.6727797768636,68.3766587,,4.554559907
2005,ZAF,38.354,,6.860743,2.06285,23.8400078731586,68.73866269999999,,5.277051974
2006,ZAF,38.354,,6.860743,3.243906,22.6157570828143,69.3205749,,5.603806116
2007,ZAF,38.354,,6.860743,6.177805,22.3265237641274,68.3389898,,5.360473789
2008,ZAF,38.354,,6.860743,9.90999,22.4136951939295,67.4589297,,3.191044627
2009,ZAF,38.354,,6.860743,7.238095,23.523,67.8078243,,-1.538088957
2010,ZAF,44.784,,6.860743,4.067495,24.687,67.786298,,3.039732307
2011,ZAF,49.267,,7.147109,5.000854,24.643,66.5998497,,3.168556279
2012,ZAF,52.989,,9.5728703,5.737971,24.727,66.267838,,2.396232384
2013,ZAF,54.244,,12.632441,5.780169,24.562,66.1346616,,2.485468009
2014,ZAF,57.999,,12.759739,6.13283,24.89,66.5991409,,1.413826451
2015,ZAF,55.797,,12.037886,4.518691,25.15,67.18763059999999,,1.321862237
2016,ZAF,60.61,,13.804585,6.602909,26.503,66.8495473,,0.664552308
2017,ZAF,61.544,,15.495651,5.186187,27.238,66.28582879999999,,1.157946951
2018,ZAF,63.289,,15.387996,4.509872,26.885,66.1362421,,1.556783847
2019,ZAF,68.426,,15.798151,4.102851,28.446,65.4460122,,0.259935577
2020,ZAF,80.663,,15.839705,3.232388,29.21,65.73652369999999,,-6.168917713
2021,ZAF,80.246,,14.8769195,4.618745,33.998,68.0598059,,4.858648649
2022,ZAF,74.543,,13.914134,7.039873,33.265,66.7315227,,2.058136617
2023,ZAF,74.543,,11.44979046496582,6.075244,32.086,66.6886049,,0.806104552
2024,ZAF,74.543,,8.98544692993164,4.361153,32.274,67.47814389999999,,0.534843531
