Country,Year,gdp_growth,shock_id,window_start,window_end
MEX,2015,2.7023234069354,2019,2012,2019
MEX,2016,1.77249324712225,2019,2012,2019
MEX,2017,1.87172850295352,2019,2012,2019
MEX,2018,1.97208209438907,2019,2012,2019
MEX,2019,-0.392690467905817,2019,2012,2019
NLD,2012,-0.977826174318289,2019,2012,2019
NLD,2013,-0.03024106448547,2019,2012,2019
NLD,2014,1.6125589453545,2019,2012,2019
NLD,2015,2.12063999381399,2019,2012,2019
NLD,2016,2.42428066633014,2019,2012,2019
NLD,2017,2.78150835992657,2019,2012,2019
NLD,2018,2.25873157632899,2019,2012,2019
NLD,2019,2.30016165959577,2019,2012,2019
NOR,2012,2.82395674264371,2019,2012,2019
NOR,2013,1.27290176604875,2019,2012,2019
NOR,2014,2.09521389689794,2019,2012,2019
NOR,2015,2.04428844209107,2019,2012,2019
NOR,2016,1.29158731971491,2019,2012,2019
NOR,2017,2.66964475318497,2019,2012,2019
NOR,2018,1.11039123948304,2019,2012,2019
NOR,2019,1.46970782445096,2019,2012,2019
NZL,2012,2.65455301476395,2019,2012,2019
NZL,2013,1.86632828302664,2019,2012,2019
NZL,2014,3.65114234141068,2019,2012,2019
NZL,2015,4.22590847101247,2019,2012,2019
NZL,2016,3.83591840618946,2019,2012,2019
NZL,2017,4.2513788466025,2019,2012,2019
NZL,2018,3.80325795054603,2019,2012,2019
NZL,2019,2.51210666714825,2019,2012,2019
POL,2012,1.51178387618751,2019,2012,2019
POL,2013,0.684238252555737,2019,2012,2019
POL,2014,3.9205097859733,2019,2012,2019
POL,2015,4.43176653560215,2019,2012,2019
POL,2016,3.03117566794665,2019,2012,2019
POL,2017,5.15245738134763,2019,2012,2019
POL,2018,6.24586266417478,2019,2012,2019
POL,2019,4.58045452476082,2019,2012,2019
PRT,2012,-4.05090231903788,2019,2012,2019
PRT,2013,-0.984106731694324,2019,2012,2019
PRT,2014,0.741391175048458,2019,2012,2019
PRT,2015,1.58979837174942,2019,2012,2019
PRT,2016,2.00414097957949,2019,2012,2019
PRT,2017,3.31472039964242,2019,2012,2019
PRT,2018,2.94628340187853,2019,2012,2019
PRT,2019,2.74568424839234,2019,2012,2019
RUS,2012,4.02408606567014,2019,2012,2019
RUS,2013,1.75542218383529,2019,2012,2019
RUS,2014,0.736267283175575,2019,2012,2019
RUS,2015,-1.97271925256699,2019,2012,2019
RUS,2016,0.193671101211007,2019,2012,2019
RUS,2017,1.82580927627059,2019,2012,2019
RUS,2018,2.80724545455073,2019,2012,2019
RUS,2019,2.03298269924564,2019,2012,2019
SVK,2012,1.56917104702705,2019,2012,2019
SVK,2013,0.703323545247198,2019,2012,2019
SVK,2014,2.70795151449487,2019,2012,2019
SVK,2015,5.17687909722133,2019,2012,2019
SVK,2016,1.94781841524559,2019,2012,2019
SVK,2017,2.87473327453696,2019,2012,2019
SVK,2018,4.06211981896484,2019,2012,2019
SVK,2019,2.27589910019393,2019,2012,2019
SVN,2012,-2.91553858750771,2019,2012,2019
